"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Relevance","Abstract","Data Availability Assessment","Data Characteristics and Availability"
"Motivation and insight in wolf (Canis lupus) and Alaskan malamute (Canis familiaris): Visual discrimination learning","https://scispace.com/paper/motivation-and-insight-in-wolf-canis-lupus-and-alaskan-1xd5r64961","1989","Journal Article","Bulletin of the psychonomic society","Harry Frank
Martha Gialdini Frank
Linda M. Hasselbach
Dawn M. Littleton","10.3758/BF03334654","https://scispace.com/pdf/motivation-and-insight-in-wolf-canis-lupus-and-alaskan-1xd5r64961.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Studies wolves and malamutes in visual discrimination tasks; no mouse maze, reinforcement, trial‑by‑trial path data, or computational modeling presented.","Hand-reared wolves performed better than Alaskan malamutes and maternally reared wolves on Wisconsin General Test Apparatus (WGTA) measures of oddity learning. Differences between the two groups of wolves are interpreted as motivational. Differences between the hand-reared wolves and the malamutes contradicted predictions that dogs should perform better than wolves on training tasks and suggested that the WGTA tasks are amenable to either trial-and-error (“associative”) solutions typical of training-task performance or complex cognitive (“insight”) solutions more typically observed in problem-solving performance. Accordingly, the hypotheses were tested that (1) insightful solutions produce more rapid acquisition than noninsightful (i.e., associative) solutions, and (2) wolf performance exhibits more insight than does malamute performance. Both hypotheses were confirmed.","",""
"Mice learn multi-step routes by memorizing subgoal locations.","https://scispace.com/paper/mice-learn-multi-step-routes-by-memorizing-subgoal-locations-199r9uh3a9","2021","Journal Article","Nature Neuroscience","Philip Shamash
Sarah F. Olesen
Panagiota Iordanidou
Dario Campagner
Nabhojit Banerjee
Tiago Branco","10.1038/S41593-021-00884-8","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Analyzes each mouse's route choices, showing subgoal memorization, but lacks reinforcement mechanisms, abrupt insight reports, trial‑by‑trial dynamics, and computational or comparative modeling.","The behavioral strategies that mammals use to learn multi-step routes are unknown. In this study, we investigated how mice navigate to shelter in response to threats when the direct path is blocked. Initially, they fled toward the shelter and negotiated obstacles using sensory cues. Within 20 min, they spontaneously adopted a subgoal strategy, initiating escapes by running directly to the obstacle's edge. Mice continued to escape in this manner even after the obstacle had been removed, indicating use of spatial memory. However, standard models of spatial learning-habitual movement repetition and internal map building-did not explain how subgoal memories formed. Instead, mice used a hybrid approach: memorizing salient locations encountered during spontaneous 'practice runs' to the shelter. This strategy was also used during a geometrically identical food-seeking task. These results suggest that subgoal memorization is a fundamental strategy by which rodents learn efficient multi-step routes in new environments.","",""
"Novel and optimized mouse behavior enabled by fully autonomous HABITS: Home-cage assisted behavioral innovation and testing system","https://scispace.com/paper/novel-and-optimized-mouse-behavior-enabled-by-fully-vyiv59bia2yg","2025","Journal Article","eLife","Bowen Yu
Penghai Li
Haoze Xu
Yueming Wang
Kedi Xu
Yaoyao Hao","10.7554/elife.104833.3","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on autonomous home‑cage training, not maze navigation; lacks reinforcement‑based mechanisms, abrupt insight reports, individual path metrics, trial‑by‑trial data, or computational comparisons.","Mice are among the most prevalent animal models used in neuroscience, benefiting from the extensive physiological, imaging, and genetic tools available to study their brain. However, the development of novel and optimized behavioral paradigms for mice has been laborious and inconsistent, impeding the investigation of complex cognitions. Here, we present a home-cage assisted mouse behavioral innovation and testing system (HABITS), enabling free-moving mice to learn challenging cognitive behaviors in their home-cage without any human involvement. Supported by the general programming framework, we have not only replicated established paradigms in current neuroscience research but also developed novel paradigms previously unexplored in mice, resulting in more than 300 mice demonstrated in various cognition functions. Most significantly, HABITS incorporates a machine-teaching algorithm, which comprehensively optimized the presentation of stimuli and modalities for trials, leading to more efficient training and higher-quality behavioral outcomes. To our knowledge, this is the first instance where mouse behavior has been systematically optimized by an algorithmic approach. Altogether, our results open a new avenue for mouse behavioral innovation and optimization, which directly facilitates investigation of neural circuits for novel cognitions with mice. ","",""
"Instinct to insight: Neural correlates of ethological strategy learning","https://scispace.com/paper/instinct-to-insight-neural-correlates-of-ethological-46ckysg9rb","2023","Journal Article","bioRxiv","Kai Lu
Kelvin T. Wong
Lin N. Zhou
Yike T. Shi
Chengcheng J. Yang
Robert C. Liu","10.1101/2023.09.11.557240","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Paper studies neural correlates of strategy switching, lacking reinforcement mechanisms, abrupt performance jumps, individual path metrics, trial‑by‑trial dynamics, or computational/ comparative modeling.","In ethological behaviors like parenting, animals innately follow stereotyped patterns of choices to decide between uncertain outcomes but can learn to modify their strategies to incorporate new information. For example, female mice in a T-maze instinctively use spatial-memory to search for pups where they last found them but can learn more efficient strategies employing pup-associated acoustic cues. We uncovered neural correlates for transitioning between these innate and learned strategies. Auditory cortex (ACx) was required during learning. ACx firing at the nest increased with learning and correlated with subsequent search speed but not outcome. Surprisingly, ACx suppression rather than facilitation during search was more prognostic of correct sound-cued outcomes – even before adopting a sound-cued strategy. Meanwhile medial prefrontal cortex encoded the last pup location, but this decayed as the spatial-memory strategy declined. Our results suggest a neural competition between a weakening spatial-memory and strengthening sound-cued neural representation to mediate strategy switches.","",""
"Flexible Path Planning through Vicarious Trial and Error","https://scispace.com/paper/flexible-path-planning-through-vicarious-trial-and-error-4dla2vpczk","2021","Posted Content","bioRxiv","Jeffrey L. Krichmar
Nicholas A. Ketz
Praveen K. Pilly
Andrea Soltoggio","10.1101/2021.09.08.459317","https://www.biorxiv.org/content/biorxiv/early/2021/09/09/2021.09.08.459317.full.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses a biologically plausible planning model to simulate navigation and VTE, but lacks mouse experiments, reinforcement learning, abrupt insight data, and trial‑by‑trial analysis.","Flexible planning is necessary for reaching goals and adapting when conditions change. We introduce a biologically plausible path planning model that learns its environment, rapidly adapts to change, and plans efficient routes to goals. Unlike prior models of hippocamapl replay, our model addresses the decision-making process when faced with uncertainty. We tested the model in simulations of human and rodent navigation in mazes. Like the human and rat, the model was able to generate novel shortcuts, and take detours when familiar routes were blocked. Similar to rodent hippocampus recordings, the neural activity of the model resembles neural correlates of Vicarious Trial and Error (VTE) during early learning or during uncertain conditions. Similar to rodent studies, after learning, the neural activity resembles forward replay or preplay predicting a future route, and VTE activity decreases. We suggest that VTE, in addition to weighing possible outcomes, is a way in which an organism may gather information for future use.","",""
"eLife assessment: Stochastic characterization of navigation strategies in an automated variant of the Barnes maze","https://scispace.com/paper/elife-assessment-stochastic-characterization-of-navigation-2y9xv7atd4","2024","Peer Review","","Adrien Peyrache","10.7554/elife.88648.2.sa3","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses stochastic process modeling to fit mouse vestibule visit sequences; analyzes individual mouse trajectories but lacks reinforcement learning, abrupt insight, trial‑by‑trial dynamics, and integrated mechanistic links.","Animals can use a repertoire of strategies to navigate in an environment, and it remains an intriguing question how these strategies are selected based on the nature and familiarity of environments. To investigate this question, we developed a fully automated variant of the Barnes maze, characterized by 24 vestibules distributed along the periphery of a circular arena, and monitored the trajectories of mice over 15 days as they learned to navigate from a random start vestibule to a goal vestibule. We show that the patterns of vestibule visits can be reproduced by the combination of three stochastic processes reminiscent of random, serial and spatial strategies. The processes randomly selected vestibules based on either uniform (random) or biased (serial and spatial) probability distributions; closely matched experimental data across a range of statistical distributions characterizing the length, distribution, step size, direction, and stereotypy of vestibule sequences; and revealed a shift from random to spatial and serial strategies over time, with a strategy switch occurring approximately every 6 vestibule visits. Our study provides a novel apparatus and analysis toolset for tracking the repertoire of navigation strategies and demonstrates that a set of stochastic processes can largely account for exploration patterns in the Barnes maze. ","",""
"Capturing Optimal and Suboptimal behavior Of Agents Via Structure Learning Of Their Internal Model","https://scispace.com/paper/capturing-optimal-and-suboptimal-behavior-of-agents-via-5ltprz91nwkj","2024","Journal Article","","Ashwin James
Ingrid Bethus
Alexandre Muzy","10.1101/2024.09.30.615767","https://hal.science/hal-04726710/document","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses structure learning to infer agents' internal models and compares optimal vs. suboptimal rules, but focuses on rats, lacks abrupt insight events, trial‑by‑trial dynamics, and direct reinforcement‑mechanism linkage.","Abstract This study introduces a novel framework for understanding the cognitive underpinnings of individual behavior which often deviates from rational decision-making aimed at maximizing rewards in real-life scenarios. We propose a structure learning approach to infer an agent’s internal model, composed of a learning rule and an internal representation of the environment. Crucially, the combined contribution of these components — rather than their individual contribution — determines the overall optimality of the agent’s behavior. By exploring various combinations of learning rules and environment representations, we identify the most probable agent model structure for each individual. We apply this framework to analyze rats’ learning behavior in a free-choice task within a T-maze with return arms, evaluating different internal models based on optimal and suboptimal learning rules, along with multiple possible representations of the T-maze decision graph. Identifying the most likely agent model structure based on the rats’ behavioral data reveals that slower learning rats employed either a suboptimal or a moderately optimal agent model, whereas fast learners employ an optimal agent model. Using the inferred agent models for each rat, we explore the qualitative differences in their individual learning processes. Policy entropy, derived from the inferred agent models, also highlights variations in the balance between exploration and exploitation strategies among the rats. Traditional reinforcement learning approaches to addressing suboptimal behavior focus separately on either suboptimal learning rules or flawed environment representations. Our approach jointly models these components, revealing that suboptimal decisions can arise from complex interactions between learning rules and environment representations within an agent’s internal model. This provides deeper insights into the cognitive mechanisms underlying real-world decision-making. ","",""
"Mixture of easy trials enables transient and sustained perceptual improvements through priming and perceptual learning","https://scispace.com/paper/mixture-of-easy-trials-enables-transient-and-sustained-4o7xxsq5lb","2017","Journal Article","Scientific Reports","Zhicheng Lin
Barbara Anne Dosher
Zhong-Lin Lu","10.1038/S41598-017-06989-0","https://scispace.com/pdf/mixture-of-easy-trials-enables-transient-and-sustained-4o7xxsq5lb.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on human perceptual priming and learning with easy/hard trials, no mouse maze, reinforcement, or path efficiency analysis.","The sense of vision allows us to discriminate fine details across a wide range of tasks. How to improve this perceptual skill, particularly within a short training session, is of substantial interest. Emerging evidence suggests that mixing easy trials can quickly improve performance in hard trials, but it is equivocal whether the improvement is short-lived or long-lasting, and additionally what accounts for this improvement. Here, by tracking objective performance (accuracy) and subjective experience (ratings of target visibility and choice confidence) over time and in a large sample of participants, we demonstrate the coexistence of transient and sustained effects of mixing easy trials, which differ markedly in their timescales, in their effects on subjective awareness, and in individual differences. In particular, whereas the transient effect was found to be ubiquitous and manifested similarly across objective and subjective measures, the sustained effect was limited to a subset of participants with weak convergence from objective and subjective measures. These results indicate that mixture of easy trials enables two distinct, co-existing forms of rapid perceptual improvements in hard trials, as mediated by robust priming and fragile learning. Placing constraints on theory of brain plasticity, this finding may also have implications for alleviating visual deficits.","",""
"Evidence for dissociable motor skills in Huntington's disease patients","https://scispace.com/paper/evidence-for-dissociable-motor-skills-in-huntington-s-142lz4f7m3","1993","Journal Article","Psychobiology","Daniel B. Willingham
Walter J. Koroshetz","10.3758/BF03327132","https://scispace.com/pdf/evidence-for-dissociable-motor-skills-in-huntington-s-142lz4f7m3.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses mouse‑tracking to compare HD patients and controls, but lacks reinforcement mechanisms, abrupt insight, individual path metrics, trial‑by‑trial dynamics, or modeling.","It has been proposed that the striatum is critical for acquiring new motor skills. Previous experiments have shown that patients with striatal dysfunction are impaired in acquiring new motor skills, but the tasks have always used stimuli that move in a repeating, predictable pattern. Four experiments showed that Huntington’s disease (HD) patients are impaired in learning such skills, but can learn at a normal rate skills that require the learning of a new perceptual-motor mapping. HD patients were impaired in learning a repeating motor sequence in a keypressing task. When the repeating sequence was removed and the stimulus-response mapping was made spatially incompatible, HD patients showed normal learning. HD patients learned a maze task when responding with a computer mouse but were impaired on a variation that required keypress responses. Control subjects showed no sensitivity to the repetitive sequence of movements in the mouse version, but part of their knowledge was sequence based in the keypress version. The neural basis of motor skill components is discussed.","",""
"On state representations and behavioural modelling methods in reinforcement learning","https://scispace.com/paper/CkbSb1GTVXEJ","","","","H Siljebråt","","https://research.gold.ac.uk/id/eprint/33671/1/COM_thesis_SiljebratH_2023.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** The paper is a theoretical review of RL state representations and behavioral modeling; it lacks mouse maze experiments, abrupt learning data, and trial‑by‑trial analysis, offering only general computational modeling.","","",""
"Nicotine exposure of male mice produces behavioral impairment in multiple generations of descendants.","https://scispace.com/paper/nicotine-exposure-of-male-mice-produces-behavioral-2ge3w1davb","2018","Journal Article","PLOS Biology","Deirdre M. McCarthy
Thomas J. Morgan
Sarah E. Lowe
Matthew J. Williamson
Thomas J. Spencer
Joseph Biederman
Pradeep G. Bhide","10.1371/JOURNAL.PBIO.2006497","https://scispace.com/pdf/nicotine-exposure-of-male-mice-produces-behavioral-2ge3w1davb.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Provides per‑trial latency/error data but lacks reinforcement mechanisms, abrupt insight, path‑efficiency analysis, or integrated modeling; thus largely irrelevant to criteria.","Use of tobacco products is injurious to health in men and women. However, tobacco use by pregnant women receives greater scrutiny because it can also compromise the health of future generations. More men smoke cigarettes than women. Yet the impact of nicotine use by men upon their descendants has not been as widely scrutinized. We exposed male C57BL/6 mice to nicotine (200 μg/mL in drinking water) for 12 wk and bred the mice with drug-naive females to produce the F1 generation. Male and female F1 mice were bred with drug-naive partners to produce the F2 generation. We analyzed spontaneous locomotor activity, working memory, attention, and reversal learning in male and female F1 and F2 mice. Both male and female F1 mice derived from the nicotine-exposed males showed significant increases in spontaneous locomotor activity and significant deficits in reversal learning. The male F1 mice also showed significant deficits in attention, brain monoamine content, and dopamine receptor mRNA expression. Examination of the F2 generation showed that male F2 mice derived from paternally nicotine-exposed female F1 mice had significant deficits in reversal learning. Analysis of epigenetic changes in the spermatozoa of the nicotine-exposed male founders (F0) showed significant changes in global DNA methylation and DNA methylation at promoter regions of the dopamine D2 receptor gene. Our findings show that nicotine exposure of male mice produces behavioral changes in multiple generations of descendants. Nicotine-induced changes in spermatozoal DNA methylation are a plausible mechanism for the transgenerational transmission of the phenotypes. These findings underscore the need to enlarge the current focus of research and public policy targeting nicotine exposure of pregnant mothers by a more equitable focus on nicotine exposure of the mother and the father.","",""
"Regularised neural networks mimic human insight","https://scispace.com/paper/regularised-neural-networks-mimic-human-insight-3s0qot5z","2023","Posted Content","","","10.48550/arxiv.2302.11351","https://scispace.com/pdf/regularised-neural-networks-mimic-human-insight-3s0qot5z.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on regularised neural networks producing insight-like behavior; no mouse maze experiments, reinforcement mechanisms, or trial‑by‑trial path analyses.","Humans sometimes show sudden improvements in task performance that have been linked to moments of insight. Such insight-related performance improvements appear special because they are preceded by an extended period of impasse, are unusually abrupt, and occur only in some, but not all, learners. Here, we ask whether insight-like behaviour also occurs in artificial neural networks trained with gradient descent algorithms. We compared learning dynamics in humans and regularised neural networks in a perceptual decision task that provided a hidden opportunity which allowed to solve the task more efficiently. We show that humans tend to discover this regularity through insight, rather than gradually. Notably, neural networks with regularised gate modulation closely mimicked behavioural characteristics of human insights, exhibiting delay of insight, suddenness and selective occurrence. Analyses of network learning dynamics revealed that insight-like behaviour crucially depended on noise added to gradient updates, and was preceded by ``silent knowledge'' that is initially suppressed by regularised (attentional) gating. This suggests that insights can arise naturally from gradual learning, where they reflect the combined influences of noise, attentional gating and regularisation. ","",""
"Scale space calibrates present and subsequent spatial learning in Barnes maze in mice","https://scispace.com/paper/scale-space-calibrates-present-and-subsequent-spatial-2fedwsjo","2023","Journal Article","ENeuro","","10.1523/eneuro.0505-22.2023","https://scispace.com/pdf/scale-space-calibrates-present-and-subsequent-spatial-2fedwsjo.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on scale-dependent spatial learning in Barnes mazes; lacks reinforcement mechanisms, abrupt insight, individual path metrics, trial‑by‑trial data, and computational or comparative modeling.","Animals are capable of representing different scale spaces from smaller to larger ones. However, most laboratory animals live their life in a narrow range of scale spaces like homecages and experimental setups, making it hard to extrapolate the spatial representation and learning process in large scale spaces from those in conventional scale spaces. Here, we developed a 3-m diameter Barnes maze (BM3), then explored whether spatial learning in the Barnes maze (BM) is calibrated by scale spaces. Spatial learning in the BM3 was successfully established with a lower learning rate than that in a conventional 1-m diameter Barnes maze (BM1). Specifically, analysis of exploration strategies revealed that the mice in the BM3 persistently searched certain places throughout the learning, while such places were rapidly decreased in the BM1. These results suggest dedicated exploration strategies requiring more trial-and-errors and computational resources in the BM3 than in the BM1, leading to a divergence of spatial learning between the BM1 and the BM3. We then explored whether prior learning in one BM scale calibrates subsequent spatial learning in another BM scale, and found asymmetric facilitation such that the prior learning in the BM3 facilitated the subsequent BM1 learning, but not vice versa. Thus, scale space calibrates both the present and subsequent BM learning. This is the first study to demonstrate scale-dependent spatial learning in BM in mice. The couple of the BM1 and the BM3 would be a suitable system to seek how animals represent different scale spaces with underlying neural implementation. ","",""
"Development and Validation of a Novel Framework to Study the Neural Basis of Spatial Learning and Navigation in Rodents","https://scispace.com/paper/development-and-validation-of-a-novel-framework-to-study-the-3tlv25z8g5","2021","Dissertation","","Jiayun Xu","10.20381/RUOR-25890","https://scispace.com/pdf/development-and-validation-of-a-novel-framework-to-study-the-3tlv25z8g5.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Shows sudden performance boost on second daily trial, hinting at abrupt learning, but lacks reinforcement framing, detailed per‑mouse path metrics, and integrated trial‑by‑trial analysis.","","",""
"A computational model of learning flexible navigation in a maze by layout-conforming replay of place cells","https://scispace.com/paper/a-computational-model-of-learning-flexible-navigation-in-a-3kwyaycs","2022","Journal Article","Frontiers in Computational Neuroscience","Yuan Z Gao","10.3389/fncom.2023.1053097","https://www.frontiersin.org/articles/10.3389/fncom.2023.1053097/pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Computational model with dopamine‑modulated rule, but no mouse data, abrupt learning, or trial‑by‑trial analysis; focuses on virtual rat navigation.","Recent experimental observations have shown that the reactivation of hippocampal place cells (PC) during sleep or immobility depicts trajectories that can go around barriers and can flexibly adapt to a changing maze layout. Such layout-conforming replay sheds a light on how the activity of place cells supports the learning of flexible navigation in a dynamically changing maze. However, existing computational models of replay fall short of generating layout-conforming replay, restricting their usage to simple environments, like linear tracks or open fields. In this paper, we propose a computational model that generates layout-conforming replay and explains how such replay drives the learning of flexible navigation in a maze. First, we propose a Hebbian-like rule to learn the inter-PC synaptic strength during exploring a maze. Then we use a continuous attractor network (CAN) with feedback inhibition to model the interaction among place cells and hippocampal interneurons. The activity bump of place cells drifts along a path in the maze, which models layout-conforming replay. During replay in rest, the synaptic strengths from place cells to striatal medium spiny neurons (MSN) are learned by a novel dopamine-modulated three-factor rule to store place-reward associations. During goal-directed navigation, the CAN periodically generates replay trajectories from the animal’s location for path planning, and the trajectory leading to a maximal MSN activity is followed by the animal. We have implemented our model into a high-fidelity virtual rat in the MuJoCo physics simulator. Extensive experiments have demonstrated that its superior flexibility during navigation in a maze is due to a continuous re-learning of inter-PC and PC-MSN synaptic strength.","",""
"Dissecting the Complexities of Learning With Infinite Hidden Markov Models","https://scispace.com/paper/dissecting-the-complexities-of-learning-with-infinite-hidden-36sp2ai8fc","2023","Preprint","","Sebastian A. Bruijns
Kcénia Bougrova
Inês C. Laranjeira
Petrina Lau
Guido T. Meijer
Nathaniel J Miska
Jean‐Paul Noel
Alejandro Pan-Vazquez
Noam Roth
Karolina Socha
Anne E. Urai
Peter Dayan","10.1101/2023.12.22.573001","https://scispace.compdf/dissecting-the-complexities-of-learning-with-infinite-hidden-36sp2ai8fc.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses infinite hidden semi‑Markov models to capture broad behavioural state changes, but lacks reinforcement mechanisms, maze paths, abrupt insight reports, or trial‑by‑trial mouse maze data. Provides a computational framework, though not reinforcement‑learning focused.","Abstract Learning to exploit the contingencies of a complex experiment is not an easy task for animals. Individuals learn in an idiosyncratic manner, revising their approaches multiple times as they are shaped, or shape themselves, and potentially end up with different strategies. Their long-run learning curves are therefore a tantalizing target for the sort of individualized quantitative characterizations that sophisticated modelling can provide. However, any such model requires a flexible and extensible structure which can capture radically new behaviours as well as slow changes in existing ones. To this end, we suggest a dynamic input-output infinite hidden semi-Markov model, whose latent states are associated with specific components of behaviour. This model includes an infinite number of potential states and so has the capacity to describe substantially new behaviours by unearthing extra states; while dynamics in the model allow it to capture more modest adaptations to existing behaviours. We individually fit the model to data collected from more than 100 mice as they learned a contrast detection task over tens of sessions and around fifteen thousand trials each. Despite large individual differences, we found that most animals progressed through three major stages of learning, the transitions between which were marked by distinct additions to task understanding. We furthermore showed that marked changes in behaviour are much more likely to occur at the very beginning of sessions, i.e. after a period of rest, and that response biases in earlier stages are not predictive of biases later on in this task. ","",""
"Reviewer #1 (Public Review): Stochastic characterization of navigation strategies in an automated variant of the Barnes maze","https://scispace.com/paper/reviewer-1-public-review-stochastic-characterization-of-2lk71ixc9z","2024","Peer Review","","Juyoung Lee
Doo‐Hwan Jung
Sébastien Royer","10.7554/elife.88648.3.sa2","https://scispace.compdf/reviewer-1-public-review-stochastic-characterization-of-2lk71ixc9z.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses Markov‑chain strategy modeling of mouse navigation; lacks reinforcement learning, abrupt insight, per‑mouse path metrics, and trial‑by‑trial dynamics, so primary criteria are unmet.","","",""
"Evolutionary computation and the reinforcement learning problem","https://scispace.com/paper/evolutionary-computation-and-the-reinforcement-learning-2l3zwdtlf6","2023","Book Chapter","Genetic and evolutionary computation","Stephen M. Kelly
Jory Schossau","10.1007/978-981-99-3814-8_4","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Discusses evolutionary computation for RL, but provides no mouse maze data, trial‑by‑trial dynamics, or abrupt learning; only loosely related via computational modeling.","Evolution by natural selection has built a vast array of highly efficient lifelong learningLifelong learning organisms, as evidenced by the spectacular diversityDiversity of species that rapidly adapt to environmental change and acquire new problem-solving skills through experience. Reinforcement Learning (RL) is a machine learning problem in which an agent must learn how to map situations to actions in an unknown world in order to maximise the sum of future rewards. There are no labelled examples of situation $$\rightarrow $$ action mappingsMapping to learn from and we assume that no model of environment dynamics is available. As such, learning requires active trial-and-error interaction with the world. Evolutionary Reinforcement Learning (EvoRL), the application of evolutionary computation in RL, models this search process at multiple time scales: individual learning during the lifetime of an agent (i.e., operant conditioning) and population-wide learning through natural selection. Both modes of adaptation are wildly creative and fundamental to natural systems. This chapter discusses how EvoRL addresses some critical challenges in RL including the computational costComputational cost of extended interactions, the temporal credit assignmentCredit assignment problem, partial-observability of state, nonstationary and multi-task environments, transfer learningTransfer learning, and hierarchical problem decomposition. In each case, the unique potential of EvoRL is highlighted in parallel with open challenges and research opportunities. ","",""
"Loss of Nogo-A, encoded by the schizophrenia risk gene Rtn4, reduces mGlu3 expression and causes hyperexcitability in hippocampal CA3 circuits.","https://scispace.com/paper/loss-of-nogo-a-encoded-by-the-schizophrenia-risk-gene-rtn4-1joqcwv9zt","2018","Journal Article","PLOS ONE","Stewart Berry
Oliver Weinmann
Ann-Kristina Fritz
Ruslan Rust
Ruslan Rust
David P. Wolfer
Martin E. Schwab
Martin E. Schwab
Urs Gerber
Jeanne Ster","10.1371/JOURNAL.PONE.0200896","https://scispace.com/pdf/loss-of-nogo-a-encoded-by-the-schizophrenia-risk-gene-rtn4-1joqcwv9zt.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on Nogo‑A loss, hippocampal hyperexcitability, and overall maze performance; lacks reinforcement mechanisms, abrupt learning events, individual path metrics, trial‑by‑trial data, or computational modeling.","Recent investigations of Nogo-A, a well characterized protein inhibitor of neurite outgrowth in the brain, have revealed additional functions including a role in neuropsychiatric disorders such as schizophrenia. Here we examined Nogo-A functions in mouse CA3 hippocampal circuitry. Patch clamp recordings showed that the absence of Nogo-A results in a hyperactive network. In addition, mGlu3 metabotropic glutamate receptors, which exhibit mutations in certain forms of schizophrenia, were downregulated specifically in the CA3 area. Furthermore, Nogo-A-/- mice showed disordered theta oscillations with decreased incidence and frequency, similar to those observed in mGlu3-/- mice. As disruptions in theta rhythmicity are associated with impaired spatial navigation, we tested mice using modified Morris water maze tasks. Mice lacking Nogo-A exhibited altered search strategies, displaying greater dependence on global as opposed to local reference frames. This link between Nogo-A and mGlu3 receptors may provide new insights into mechanisms underlying schizophrenia.","",""
"Complementary task representations in hippocampus and prefrontal cortex for generalizing the structure of problems","https://scispace.com/paper/complementary-task-representations-in-hippocampus-and-1nu8g6q4","2022","Journal Article","Nature Neuroscience","Veronika Samborska
Satish B Shenoy","10.1038/s41593-022-01149-8","https://scispace.com/pdf/complementary-task-representations-in-hippocampus-and-1nu8g6q4.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses neural recordings to show abrupt sequence learning, but lacks reinforcement mechanisms, path‑efficiency metrics, and integrated trial‑by‑trial modeling of maze behavior.","Humans and other animals effortlessly generalize prior knowledge to solve novel problems, by abstracting common structure and mapping it onto new sensorimotor specifics. To investigate how the brain achieves this, in this study, we trained mice on a series of reversal learning problems that shared the same structure but had different physical implementations. Performance improved across problems, indicating transfer of knowledge. Neurons in medial prefrontal cortex (mPFC) maintained similar representations across problems despite their different sensorimotor correlates, whereas hippocampal (dCA1) representations were more strongly influenced by the specifics of each problem. This was true for both representations of the events that comprised each trial and those that integrated choices and outcomes over multiple trials to guide an animal's decisions. These data suggest that prefrontal cortex and hippocampus play complementary roles in generalization of knowledge: PFC abstracts the common structure among related problems, and hippocampus maps this structure onto the specifics of the current situation. ","",""
