"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Relevance","Abstract","Data Availability Assessment","Data Characteristics and Availability","Statistical Methods for Transitions"
"Juvenile zebra finches can use multiple strategies to learn the same song","https://scispace.com/paper/juvenile-zebra-finches-can-use-multiple-strategies-to-learn-2zyagtm4v8","2004","Journal Article","Proceedings of the National Academy of Sciences of the United States of America","Wan-chun Liu
Timothy J. Gardner
Fernando Nottebohm","10.1073/PNAS.0408065101","https://scispace.com/pdf/juvenile-zebra-finches-can-use-multiple-strategies-to-learn-2zyagtm4v8.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** The paper is qualitative, discussing multiple learning strategies in zebra finches without SAP similarity scores, daily recordings, longitudinal trajectories, supplementary data, statistical models, cross‑species comparisons, or neural/genetic integration.","Does the ontogeny of vocal imitation follow a set program that, given a target sound, unfolds in a predictable manner, or is it more like problem solving, with many possible solutions? We report that juvenile male zebra finches, Taeniopygia guttata, can master their imitation of the same song in various ways; these developmental trajectories are sensitive to the social setting in which the bird grows up. A variety of vocal developmental trajectories have also been described in infants. Are these many ways to learn unique to the vocal domain or a hallmark of advanced brain function?","","",""
"Coevolution in communication senders and receivers: vocal behavior and auditory processing in multiple songbird species","https://scispace.com/paper/coevolution-in-communication-senders-and-receivers-vocal-3hwi9tk8j1","2011","Journal Article","Annals of the New York Academy of Sciences","Sarah M. N. Woolley
Jordan M. Moore","10.1111/J.1749-6632.2011.05989.X","https://scispace.com/pdf/coevolution-in-communication-senders-and-receivers-vocal-3hwi9tk8j1.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses multi‑species vocal and auditory comparisons, linking behavior to neural processing, but lacks zebra finch developmental trajectories, SAP scoring, daily tutor‑pupil data, or detailed similarity‑score analyses.","Communication is a strong selective pressure on brain evolution because the exchange of information between individuals is crucial for fitness-related behaviors, such as mating. Given the importance of communication, the brains of signal senders and receivers are likely to be functionally coordinated. We study vocal behavior and auditory processing in multiple species of estrildid finches with the goal of understanding how species identity and early experience interact to shape the neural systems that subserve communication. Male finches learn to produce species-specific songs, and both sexes learn to recognize songs. Our studies indicate that closely related species exhibit different auditory coding properties in the midbrain and forebrain and that early life experience of vocalizations contributes to these differences. Moreover, birds that naturally sing tonal songs can learn broadband songs from heterospecific tutors, providing an opportunity to examine the interplay between species identity and early experience in the development of vocal behavior and auditory tuning.","","",""
"Temporal variability enhances vocal learning","https://scispace.com/paper/temporal-variability-enhances-vocal-learning-5blgankelv","2024","Journal Article","bioRxiv","Logan S. James
Olivia Ruge
Jon T. Sakata","10.1101/2024.04.18.590102","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on sequence variability effects on imitation, without SAP scoring, daily recordings, full trajectories, or supplementary bird‑level data; lacks statistical modeling, cross‑species comparison, and neural/genetic integration.","39 Species-typical behaviors are organized into species-typical patterns, and deviations away from 40 these patterns often diminish the strength of behavioral and sensory responses to such stimuli. 41 In songbirds like the zebra finch, species-typical songs consist of acoustic elements (syllables) 42 arranged into stereotyped (i.e., highly predictable) sequences with stereotyped timing. However, 43 the degree to which deviations away from these stereotyped temporal patterns modulate the 44 strength of vocal learning (i.e., the fidelity of vocal imitation) remains unknown. Here we tutored 45 127 juvenile zebra finches with stimuli that varied in the stereotypy of syllable sequencing and 46 timing. In contrast to the prediction that deviations away from species-typical stereotypy would 47 diminish vocal learning, deviations from sequence or timing stereotypy did not decrease how 48 well juveniles imitated the acoustic structure of syllables. Moreover, presenting syllables in 49 species-atypical sequences (i.e., randomized syllable sequences) enhanced vocal imitation in 50 birds that were tutored later in development. This unexpected enhancement of birdsong learning 51 by sequence variability resembles effects of contextual diversity on speech acquisition and 52 suggests that such variability can benefit learning even for very stereotyped behaviors. 53 54 55","","",""
"Oxytocin receptor antagonism during song tutoring in zebra finches reduces preference for and learning of the tutor's song","https://scispace.com/paper/oxytocin-receptor-antagonism-during-song-tutoring-in-zebra-1yo46ms8co","2021","Posted Content","bioRxiv","Pilgeram Nr
Nicole M. Baran
Bhise A
Matthew T. Davis
Matthew T. Davis
Eunhye Kim
Carlos A. Rodríguez-Saltos
Carlos A. Rodríguez-Saltos
Saeyun Lee
Donna L. Maney","10.1101/2021.06.16.448133","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses oxytocin antagonism to alter tutor preference and adult song similarity, but lacks SAP scoring, daily recordings, shared data, advanced modeling, cross‑species or neural/genetic integration.","In species with vocal learning, acquiring species-typical vocalizations relies on early social orienting. In zebra finches (Taeniopygia guttata), for example, learning song requires dynamic social interactions with a “tutor” during an early sensitive period. The oxytocin system plays a central role in social orienting across species, yet it is unknown whether this system participates in the attentional and motivational processes that support vocal learning. Here, we tested whether blocking oxytocin receptors during exposure to tutors would impact learning from those tutors. Juvenile, song-naive males were each tutored by two unfamiliar adults. During exposure to one tutor, juveniles were treated with oxytocin receptor antagonist (OTA) and during exposure to the other, saline (control). We found that OTA significantly reduced behaviors associated with approach and attention during tutoring sessions. Next, using an operant assay in which exposure to the two songs was balanced, we found that the juveniles preferred the control song over the OTA song. The developmental trajectory of preference for the control song resembled the pattern shown by father-reared birds choosing to hear their father’s song. Finally, the adult songs of the tutored birds more closely resembled control song than OTA song. The magnitude of this difference was significantly predicted by the early preference for the control song. Overall, oxytocin antagonism during exposure to a tutor seemed to bias juveniles against that tutor and his song. Our results suggest that oxytocin receptors play a role in socially-guided vocal learning in zebra finches, perhaps by affecting attention and motivation during tutoring.","","",""
"Influences of behavioral state and developmental vocal learning on neural coding in the songbird auditory system","https://scispace.com/paper/influences-of-behavioral-state-and-developmental-vocal-56yk8ayr7e","2014","","","Joseph W. Schumacher","10.7916/D89885N6","https://scispace.com/pdf/influences-of-behavioral-state-and-developmental-vocal-56yk8ayr7e.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Computes tutor‑pupil similarity scores but without SAP or full trajectory analysis; lacks daily song recordings, long‑term individual tracking, supplementary datasets, advanced statistical modeling, cross‑species comparison, or direct neural‑acoustic linkage.","","","",""
"AVN: A Deep Learning Approach for the Analysis of Birdsong","https://scispace.com/paper/avn-a-deep-learning-approach-for-the-analysis-of-birdsong-58cdxxrx3m","2024","Journal Article","bioRxiv","T. M. Koch
Ethan Marks
Todd F. Roberts","10.1101/2024.05.10.593561","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** The paper introduces a deep‑learning toolkit for song annotation and imitation scoring but does not use SAP, provide daily tutor‑pupil recordings, track individual longitudinal trajectories, share per‑bird data, or integrate statistical, cross‑species, or neural/genetic analyses.","Deep learning tools for behavior analysis have enabled important new insights and discoveries in neuroscience. Yet, they often compromise interpretability and generalizability for performance, making it difficult to quantitively compare phenotypes across datasets and research groups. We developed a novel deep learning-based behavior analysis pipeline, Avian Vocalization Network (AVN), for the learned vocalizations of the most extensively studied vocal learning model species – the zebra finch. AVN annotates songs with high accuracy across multiple animal colonies without the need for any additional training data and generates a comprehensive set of interpretable features to describe the syntax, timing, and acoustic properties of song. We use this feature set to compare song phenotypes across multiple research groups and experiments, and to predict a bird’s stage in song development. Additionally, we have developed a novel method to measure song imitation that requires no additional training data for new comparisons or recording environments, and outperforms existing similarity scoring methods in its sensitivity and agreement with expert human judgements of song similarity. These tools are available through the open-source AVN python package and graphical application, which makes them accessible to researchers without any prior coding experience. Altogether, this behavior analysis toolkit stands to facilitate and accelerate the study of vocal behavior by enabling a standardized mapping of phenotypes and learning outcomes, thus helping scientists better link behavior to the underlying neural processes.","","",""
"Disconnection of a basal ganglia circuit in juvenile songbirds attenuates the spectral differentiation of song syllables.","https://scispace.com/paper/disconnection-of-a-basal-ganglia-circuit-in-juvenile-13urnqiruf","2014","Journal Article","Developmental Neurobiology","Kevin C. Elliott
Wei Wu
Richard Bertram
Frank Johnson","10.1002/DNEU.22151","https://scispace.com/pdf/disconnection-of-a-basal-ganglia-circuit-in-juvenile-13urnqiruf.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses Sound Analysis Pro for asymmetric similarity scores, linking acoustic changes to basal ganglia circuit manipulation; lacks daily recordings, full longitudinal trajectories, supplementary bird‑level data, and explicit trajectory modeling, but provides neural manipulation context.","Similar to language acquisition by human infants, juvenile male zebra finches (Taeniopygia guttata) imitate an adult (tutor) song by transitioning from repetitive production of one or two undifferentiated protosyllables to the sequential production of a larger and spectrally heterogeneous set of syllables. The primary motor region that controls learned song is driven by a confluence of input from two premotor pathways: a posterior pathway that encodes the adult song syllables and an anterior pathway that includes a basal ganglia (BG)-thalamo-cortical circuit. Similar to mammalian motor-learning systems, the songbird BG circuit is thought to be necessary for shaping juvenile vocal behaviour (undifferentiated protosyllables) toward specific targets (the tutor's song syllables). Here, we tested the hypothesis that anterior pathway activity contributes to the process of protosyllable differentiation. Bilateral ablation of lateral magnocellular nucleus of the anterior nidopallium (LMAN) was used to disconnect BG circuitry at ages before protosyllable production and differentiation. Comparison to surgical controls revealed that protosyllables fail to differentiate in birds that received juvenile LMAN ablation--the adult songs of birds with >80% bilateral LMAN ablation consisted of only one or two syllables produced with the repetitive form and spectral structure that characterizes undifferentiated protosyllables in normal juveniles. Our findings support a role for BG circuitry in shaping juvenile vocal behaviour toward the acoustic structure of the tutor song and suggest that posterior pathway function remains in an immature ""default"" state when developmental interaction with the anterior pathway is reduced or eliminated.","","",""
"Benchmarking nearest neighbor retrieval of zebra finch vocalizations across development","https://scispace.com/paper/benchmarking-nearest-neighbor-retrieval-of-zebra-finch-l4xpifowje","2023","Journal Article","bioRxiv","Tomas Tomka
Xinyu Hao
Aoxue Miao
Kanghwi Lee
Maris Basha
Stefan Reimann
Anja T. Zai
Richard H. R. Hahnloser","10.1101/2023.09.04.555475","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** The paper focuses on nearest‑neighbor retrieval of vocal segments using distance metrics, without SAP, daily tutor‑pupil recordings, longitudinal per‑bird trajectories, or similarity‑score analyses.","Vocalizations are highly specialized motor gestures that regulate social interactions. The reliable detection of vocalizations from raw streams of microphone data remains an open problem even in research on widely studied animals such as the zebra finch. A promising method for finding vocal samples from potentially few labelled examples (templates) is nearest neighbor retrieval, but this method has never been extensively tested on vocal segmentation tasks. We retrieve zebra finch vocalizations as neighbors of each other in the sound spectrogram space. Based on merely 50 templates, we find excellent retrieval performance in adults (F1 score of 0.93 ± 0.07) but not in juveniles (F1 score of 0.64 ± 0.18), presumably due to the larger vocal variability of the latter. The performance in juveniles improves when retrieval is based on fixed-size template slices (F1 score of 0.72 ± 0.10) instead of entire templates. Among the several distance metrics we tested such as the cosine and the Euclidean distance, we find that the Spearman distance largely outperforms all others. We release our expert-curated dataset of more than 50’000 zebra finch vocal segments, which will enable training of data-hungry machine-learning approaches.","","",""
"Developmental stress affects song learning but not song complexity and vocal amplitude in zebra finches","https://scispace.com/paper/developmental-stress-affects-song-learning-but-not-song-1214fvf976","2009","Journal Article","Behavioral Ecology and Sociobiology","Henrik Brumm
Sue Anne Zollinger
Peter J. B. Slater","10.1007/S00265-009-0749-Y","https://scispace.com/pdf/developmental-stress-affects-song-learning-but-not-song-1214fvf976.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Studies stress effects on song learning without SAP, daily or longitudinal data; only basic stats, no cross‑species or neural/genetic integration.","Several recent studies have tested the hypothesis that song quality in adult birds may reflect early developmental conditions, specifically nutritional stress during the nestling period. Whilst all of these earlier studies found apparent links between early nutritional stress and song quality, their results disagree as to which aspects of song learning or production were affected. In this study, we attempted to reconcile these apparently inconsistent results. Our study also provides the first assessment of song amplitude in relation to early developmental stress and as a potential cue to male quality. We used an experimental manipulation in which the seeds on which the birds were reared were mixed with husks, making them more difficult for the parents to obtain. Compared with controls, such chicks were lighter at fledging; they were thereafter placed on a normal diet and had caught up by 100 days. We show that nutritional stress during the first 30 days of life reduced the birds’ accuracy of song syntax learning, resulting in poorer copies of tutor songs. Our experimental manipulations did not lead to significant changes in song amplitude, song duration or repertoire size. Thus, individual differences observed in song performance features probably reflect differences in current condition or motivation rather than past condition.","","",""
"Learning the sound inventory of a complex vocal skill via an intrinsic reward","https://scispace.com/paper/learning-the-sound-inventory-of-a-complex-vocal-skill-via-an-2umedz9svs","2024","Journal Article","Science Advances","Hazem Toutounji
Anja T. Zai
Ofer Tchernichovski
Richard H. R. Hahnloser
Dina Lipkind","10.1126/sciadv.adj3824","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on multi‑actor RL model of zebra‑finch song learning; lacks SAP scores, daily recordings, and bird‑level data; only broadly models longitudinal trajectories.","Reinforcement learning (RL) is thought to underlie the acquisition of vocal skills like birdsong and speech, where sounding like one's ""tutor"" is rewarding. However, what RL strategy generates the rich sound inventories for song or speech? We find that the standard actor-critic model of birdsong learning fails to explain juvenile zebra finches' efficient learning of multiple syllables. However, when we replace a single actor with multiple independent actors that jointly maximize a common intrinsic reward, then birds' empirical learning trajectories are accurately reproduced. The influence of each actor (syllable) on the magnitude of global reward is competitively determined by its acoustic similarity to target syllables. This leads to each actor matching the target it is closest to and, occasionally, to the competitive exclusion of an actor from the learning process (i.e., the learned song). We propose that a competitive-cooperative multi-actor RL (MARL) algorithm is key for the efficient learning of the action inventory of a complex skill. ","","",""
"Neighborhood-statistics reveal complex dynamics of song acquisition in the zebra finch","https://scispace.com/paper/neighborhood-statistics-reveal-complex-dynamics-of-song-58rhrwnq0f","2019","Posted Content","bioRxiv","Sepp Kollmorgen
Richard H. R. Hahnloser
Valerio Mante","10.1101/595512","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Provides model‑free, longitudinal analysis of zebra finch song development, but lacks SAP scores, tutor recordings, and supplemental data; offers modest statistical trajectory modeling.","Motor behaviors are continually shaped by a variety of processes such as environmental influences, development, and learning. The resulting behavioral changes are commonly quantified based on hand-picked features (e.g. syllable pitch) and assuming discrete classes of behaviors (e.g. distinct syllables). Such methods may generalize poorly across behaviors and species and are necessarily biased. Here we present an account of behavioral change based on nearest-neighbor statistics that avoids such biases and apply it to song development in the juvenile zebra finch. First, we introduce the concept of repertoire dating, whereby each syllable rendition is dated with a ""pseudo"" production-day corresponding to the day when similar renditions were typical in the behavioral repertoire. Differences in pseudo production-day across renditions isolate the components of vocal variability congruent with the long-term changes due to vocal learning and development. This variability is large, as about 10% of renditions have pseudo production-days falling more than 10 days into the future (anticipations) or into the past (regressions) relative to their actual production time. Second, we obtain a holistic, yet low-dimensional, description of vocal change in terms of a behavioral trajectory, which reproduces the pairwise similarities between renditions grouped by production time and pseudo production-day. The behavioral trajectory reveals multiple, previously unrecognized components of behavioral change operating at distinct time-scales. These components interact differently across the behavioral repertoire: diurnal change in regressions undergoes only weak overnight consolidation, whereas anticipations and typical renditions consolidate fully. Our nearest-neighbor methods yield model-free descriptions of how behavior evolves relative to itself, rather than relative to a potentially arbitrary, experimenter-defined, goal. Because of their generality, our methods appear well-suited to comparing learning across behaviors and species, and between biological and artificial systems.","","",""
"Vocal imitation in zebra finches is inversely related to model abundance","https://scispace.com/paper/vocal-imitation-in-zebra-finches-is-inversely-related-to-27gvp360xu","1999","Journal Article","Proceedings of the National Academy of Sciences of the United States of America","Ofer Tchernichovski
Thierry Lints
Partha P. Mitra
Fernando Nottebohm","10.1073/PNAS.96.22.12901","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses SAP-like automated similarity scoring to quantify each bird’s imitation; provides similarity scores across playback conditions but lacks daily recordings, full longitudinal trajectories, and supplementary individual data.","A juvenile male zebra finch, Taeniopygia guttata, kept singly with its father develops a fairly complete imitation of the father’s song. The imitation is less complete when other male siblings are present, possibly because as imitation commences, model abundance increases. Here we examine the consequences of allowing more or less access to a song model. Young males heard a brief song playback when they pecked at a key, but different males were allowed to hear different numbers of playbacks per day. Using an automated procedure that scored the similarity between model and pupil songs, we discovered that 40 playbacks of the song motif per day, lasting a total of 30 sec, resulted in a fairly complete imitation. More exposure led to less complete imitation. Vocal imitation often may reflect the interaction of diverse influences. Among these, we should now include the possible inhibitory effect of model overabundance, which may foster individual identity and explain the vocal diversity found in zebra finches and other songbirds.","","",""
"Fidelity of and biases in the developmental acquisition of song tempo in a songbird","https://scispace.com/paper/fidelity-of-and-biases-in-the-developmental-acquisition-of-d8nntaqg","2022","Posted Content","bioRxiv","Logan S. James
Angela S. Wang
Jon T. Sakata","10.1101/2022.06.17.496554","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Investigates gap‑duration fidelity in zebra finches; lacks SAP, daily recordings, and trajectory similarity scores, but provides developmental trends and statistical analysis of gap timing.","The temporal organization of sounds used in social contexts can provide information about signal function and evoke varying responses in listeners (receivers). For example, music is a universal and learned human behavior that is characterized by different rhythms and tempos that can evoke disparate responses in listeners. Similarly, birdsong is a ubiquitous social behavior in birds that is learned during critical periods in development and used to evoke physiological and behavioral responses in listeners. Recent investigations have begun to reveal the breadth of universal patterns in birdsong and their similarity to common patterns in speech and music, but relatively little is known about the degree to which biological predispositions and developmental experiences interact to shape the temporal patterning of birdsong. Here, we investigated how biological predispositions modulate the acquisition and production of an important temporal feature of birdsong, namely the duration of silent intervals (“gaps”) between vocal elements (“syllables”). Through analyses of semi-naturally raised and experimentally tutored zebra finches, we observed that juvenile zebra finches imitate the durations of the silent gaps in their tutor’s song with high fidelity and can “alter” the durations of gaps toward a central duration. When juveniles were experimentally tutored with stimuli containing a wide range of gap durations, we observed biases in the stereotypy but not in the central tendency of gap durations. Together, these studies demonstrate how biological predispositions and developmental experiences differently affect distinct temporal features of birdsong and highlight similarities in developmental plasticity across birdsong, speech, and music.","","",""
"How sleep affects the developmental learning of bird song","https://scispace.com/paper/how-sleep-affects-the-developmental-learning-of-bird-song-18wf24x4u4","2005","Journal Article","Nature","Sébastien Derégnaucourt
Partha P. Mitra
Olga Feher
Carolyn L. Pytte
Ofer Tchernichovski","10.1038/NATURE03275","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses SAP similarity scores on nightly song recordings, tracks full developmental trajectories, and centers analysis on similarity‑score dynamics; daily tutor data limited, no supplemental datasets, modest statistical modeling, no cross‑species or neural/genetic integration.","Sleep affects learning and development in humans and other animals, but the role of sleep in developmental learning has never been examined. Here we show the effects of night-sleep on song development in the zebra finch by recording and analysing the entire song ontogeny. During periods of rapid learning we observed a pronounced deterioration in song structure after night-sleep. The song regained structure after intense morning singing. Daily improvement in similarity to the tutored song occurred during the late phase of this morning recovery; little further improvement occurred thereafter. Furthermore, birds that showed stronger post-sleep deterioration during development achieved a better final imitation. The effect diminished with age. Our experiments showed that these oscillations were not a result of sleep inertia or lack of practice, indicating the possible involvement of an active process, perhaps neural song-replay during sleep. We suggest that these oscillations correspond to competing demands of plasticity and consolidation during learning, creating repeated opportunities to reshape previously learned motor skills.","","",""
"Babbling opens the sensory phase for imitative vocal learning.","https://scispace.com/paper/babbling-opens-the-sensory-phase-for-imitative-vocal-tlxe9ilwuf","2024","Journal Article","Proceedings of the National Academy of Sciences of the United States of America","Albertine Leitão
M. Gahr","10.1073/pnas.2312323121","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on testosterone‑induced babbling and sensory learning, lacking SAP scoring, daily recordings, or detailed trajectory analysis; only limited longitudinal and hormonal data.","Zebra finches, a species of songbirds, learn to sing by creating an auditory template through the memorization of model songs (sensory learning phase) and subsequently translating these perceptual memories into motor skills (sensorimotor learning phase). It has been traditionally believed that babbling in juvenile birds initiates the sensorimotor phase while the sensory phase of song learning precedes the onset of babbling. However, our findings challenge this notion by demonstrating that testosterone-induced premature babbling actually triggers the onset of the sensory learning phase instead. We reveal that juvenile birds must engage in babbling and self-listening to acquire the tutor song as the template. Notably, the sensory learning of the template in songbirds requires motor vocal activity, reflecting the observation that prelinguistic babbling in humans plays a crucial role in auditory learning for language acquisition.","","",""
"Memory in the making: localized brain activation related to song learning in young songbirds","https://scispace.com/paper/memory-in-the-making-localized-brain-activation-related-to-1yuu54a5k9","2010","Journal Article","Proceedings of The Royal Society B: Biological Sciences","Sharon M. H. Gobes
M.A. Zandbergen
Johan J. Bolhuis","10.1098/RSPB.2010.0870","https://scispace.com/pdf/memory-in-the-making-localized-brain-activation-related-to-1yuu54a5k9.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses similarity scores but not SAP; lacks daily recordings, longitudinal data, and shared datasets; minimal modeling; no cross‑species comparison; neural data measured but not linked to acoustic trajectories.","Songbird males learn to sing their songs from an adult ‘tutor’ early in life, much like human infants learn to speak. Similar to humans, in the songbird brain there are separate neural substrates for vocal production and for auditory memory. In adult songbirds, the caudal pallium, the avian equivalent of the auditory association cortex, has been proposed to contain the neural substrate of tutor song memory, while the song system is involved in song production as well as sensorimotor learning. If this hypothesis is correct, there should be neuronal activation in the caudal pallium, and not in the song system, while the young bird is hearing the tutor song. We found increased song-induced molecular neuronal activation, measured as the expression of an immediate early gene, in the caudal pallium of juvenile zebra finch males that were in the process of learning to sing their songs. No such activation was found in the song system. Molecular neuronal activation was significantly greater in response to tutor song than to novel song or silence in the medial part of the caudomedial nidopallium (NCM). In the caudomedial mesopallium, there was significantly greater molecular neuronal activation in response to tutor song than to silence. In addition, in the NCM there was a significant positive correlation between spontaneous molecular neuronal activation and the strength of song learning during sleep. These results suggest that the caudal pallium contains the neural substrate for tutor song memory, which is activated during sleep when the young bird is in the process of learning its song. The findings provide insight into the formation of auditory memories that guide vocal production learning, a process fundamental for human speech acquisition.","","",""
"Practice and Song Development in Zebra Finches","https://scispace.com/paper/practice-and-song-development-in-zebra-finches-4jpso5yc2g","1998","Journal Article","Behaviour","Slaterl
Jones","10.1163/156853998792913528","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Provides partial longitudinal tracking of individual song development from day 35‑70, but lacks SAP similarity scores, daily tutor‑pupil recordings, supplementary data, and advanced modeling.","Male zebra finches reared by both parents were placed in isolation from day 35 to day 70 of life, the sensitive phase for song learning, and exposed to a singing adult male thereafter. Half the birds were stimulated to practice by a tape of birdroom noise during their period in isolation, and the practice of all birds was monitored. Those that were stimulated did practice more during the period when the tape was on, but the overall amount of practice in both groups was very high, rising to occur in 60-80% of all 10 min monitoring sessions after 50 days of age. Individual differences were considerable. In the unstimulated group, there was some suggestion that birds which practised more had achieved greater song stereotypy on one measure by day 70. However, the hypothesis that birds which practised more would be more likely to develop copies of their fathers' songs was not supported. Instead, the final song of birds in both groups was clearly based on that of the tutor introduced at 70 days. While the results point to a great deal of practice by young zebra finches, they do not suggest that greater practice leads to earlier crystallisation of song or increases the likelihood of copying songs heard earlier.","","",""
"Towards quantification of vocal imitation in the zebra finch.","https://scispace.com/paper/12471487","2002","Journal Article","Journal of comparative physiology. A, Neuroethology, sensory, neural, and behavioral physiology","Tchernichovski
Mitra","10.1007/s00359-002-0352-4","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Longitudinal developmental time-course examined, but without daily tutor recordings or SAP similarity scores; no supplementary data or statistical modeling; focuses on vocal change constraints rather than similarity trajectories.","The transition from an amorphous subsong into mature song requires a series of vocal changes. By tracing song elements during development, we have shown that the imitation trajectory to the target could not be predicted based on monotonic progression of vocal changes, indicating an internal component that imposes constraints on song development. Here we further examine the nature of constraints on song imitation in the zebra finch. We first present techniques for identifying and tracing distinctive vocal changes, and then we examine how sequences of vocal change are expressed and coordinated. Examples suggest two types of constraints on song imitation, based on the nature of the temporal context. Developmentally diachronic constraints are imposed by sequential dependencies between vocal changes as a function of developmental time, whereas developmentally synchronic constraints are given by the acoustic context of notes within the song. Finally, we show that the tendency of birds to copy certain sounds in the song model before others might be related to such constraints. We suggest that documenting the full range of distinctive vocal changes and the coordination of their expression would be useful for testing mechanisms of vocal imitation.","","",""
"The Onset of Song Learning and Song Tutor Selection in Fledgling Zebra Finches","https://scispace.com/paper/the-onset-of-song-learning-and-song-tutor-selection-in-1g1sq3sjxj","2006","Journal Article","Ethology","Annabelle Roper
Richard Zann","10.1111/J.1439-0310.2005.01169.X","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Offers early-age song onset timeline for individual finches; lacks SAP scoring, daily recordings, full trajectories, supplementary data, and multimodal analyses.","We investigated song development in the pre-independent zebra finch (aged 15-35 d), a period when neural pathways for song learning and production are forming and social influences outside the family are limited. Expt 1 investigated the onset and the minimum duration of tutoring needed for song learning in fledglings. We found most begin to learn song from 25 d of age and need about 10 d contact with the father tutor to make accurate copies. This onset corresponds with major developments in the formation of the neural circuitry implicated in song acquisition. Subsong also begins on day 25 suggesting that the sensory and motor phases of song learning fully overlap in the zebra finch. Our findings support the hypothesis that the song circuitry is fully functional by 35 d of age and the sensitive phase for zebra finches extends therefore from about days 25-65. However, only the first 10 d of this period are necessary to learn a tutor's song with fair accuracy. Expt 2 investigated the role of the paternal bond, spatial proximity and mating status in a fledgling's choice of song tutor where the father was the sole parent. Young chose the father over single unrelated males (expt 2a) or unrelated males in company with their female partners (expt 2b). Given the close spatial proximity of both potential tutors to the fledglings it is probably the filial bond, established via paternal care that is the cause of this preference. Zebra finches sing the same song phrase in two contrasting contexts: female-directed song during pre-copulatory courtship and undirected song where no female or display is involved. In expt 3 we tested the song learning preference of pre-independent young for two categories of non-paternal tutors: those singing predominantly female-directed song and those singing exclusively undirected song. There was a small, but significant, preference for fledgling zebra finches to copy songs from males that sang female-directed song. This preference is consistent with the hypothesis that young males not only learn the acoustic features of their tutor's song but also the visual and dynamic movements that constitute the courtship display.","","",""
"Song retuning with tutor model by adult zebra finches.","https://scispace.com/paper/song-retuning-with-tutor-model-by-adult-zebra-finches-36g2hfw60s","2008","Journal Article","Developmental Neurobiology","Yasuko Funabiki
Yasuko Funabiki
Kazuo Funabiki
Kazuo Funabiki","10.1002/DNEU.20597","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** The study examines adult zebra finch song drift and retutoring, lacking SAP analysis, daily juvenile recordings, full developmental trajectories, supplementary data, or statistical modeling of learning.","Songbirds first memorize a tutor song in youth and develop their own song after the remembered model. As birds sexually mature, their song becomes crystallized and refractory to further tutoring. Here, we show that the song syllables of adult zebra finches gradually drift from their once crystallized forms, when individual birds are kept in auditory isolation or in company of cage mates singing different song syllables. Furthermore, when birds with drifted syllables are tutored with the same model again, they amend the fine structure of their syllables towards the model. In contrast, retutoring does not affect syllable sequences that differ from those of the original tutor.","","",""
