"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Relevance","Abstract"
"Individual Learning Phenotypes Drive Collective Behavior","https://scispace.com/paper/individual-learning-phenotypes-drive-collective-behavior-1dybt6xnmb","2020","Dataset","","Chelsea N. Cook
Thiago Mosqueiro
Natalie J. Lemanski
Cahit Öztürk
Jürgen Gadau
Noa Pinter‐Wollman
Brian H. Smith","10.6084/m9.figshare.9775955.v2","","- **Relevance Score:** 11/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses honeybee colonies to test how individual learning phenotypes shape collective foraging; provides detailed foraging assay methods but lacks same/different concept work, transfer tests, trial‑by‑trial data, or neural/comparative analysis.","Variation in individual cognition affects how animals learn about and communicate information to others. We provide evidence that differences in how individual honey bees learn influences the collective foraging dynamics of a colony. By creating colonies of distinct learning phenotypes, we evaluated how bees make foraging choices in the field. Colonies containing individuals that learn to ignore unimportant information preferred familiar food locations; however, colonies of individuals that are unable to ignore familiar information visit novel and familiar feeders equally. Colonies with a 50/50 mix of these phenotypes prefer familiar food locations because individuals who learn the familiar location recruit nestmates by dancing more intensely. Our results reveal that cognitive variation among individuals nonlinearly shapes collective behavioral outcomes. "
"Memory in the Bee","https://scispace.com/paper/memory-in-the-bee-2klgae6uz8","2001","Book Chapter","","Randolf Menzel","10.1016/B978-0-08-097086-8.51012-5","","- **Relevance Score:** 11/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Focuses on honeybee memory and neural plasticity, providing species context and discussion of abstract learning, but lacks same/different concept experiments, transfer tests, individual trial data, or detailed methods.","Honeybees contradict the notion that insects elicit relatively inflexible, stereotypical behaviors. Their social life, navigation skills, symboliclike communication, rich learning repertoire, and dynamic forms of memory are embodied in a brain containing only one million neurons. Elemental and nonelemental forms of associative learning allow for context-dependent forms of learning, concept formation, and rule extraction. Neural plasticity correlating with learning can be traced to single identified neurons and small neural nets. Memory is formed by five sequential and parallel phases that are linked by specific forms of consolidation."
"Visual Cognition in Honey Bees: From Elemental Visual Learning to Non-elemental Problem Solving","https://scispace.com/paper/visual-cognition-in-honey-bees-from-elemental-visual-2eanhal62s","2012","Book Chapter","","Martin Giurfa","10.1007/978-94-007-2099-2_35","","- **Relevance Score:** 11/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Reviews honeybee visual cognition, covering categories and rule extraction, but lacks specific same/different experiments, individual trial data, or transfer tests. Provides neural discussion and methodological overview.","Visual learning admits different levels of complexity, from the ­formation of a simple associative link between a visual stimulus and its outcome, to more sophisticated performances, such as object categorization or rules learning. Not surprisingly, higher-order forms of visual learning have been studied primarily in vertebrates with larger brains, while simple visual learning has been the focus in animals with small brains such as insects. This dichotomy has recently changed as studies on visual learning in free-flying honey bees have shown that these animals can master extremely sophisticated tasks. Here we review a spectrum of visual learning forms in honey bees, from color and pattern learning, visual attention, and top-down image recognition, to category learning, and rule extraction. We discuss the necessity and sufficiency of simple associations to account for complex visual learning in honey bees. We maintain that progresses in understanding the neural bases of visual cognition will be possible through novel protocols – unavailable until now – combining visual performances and simultaneous access to the nervous system."
"Different mechanisms underlie implicit visual statistical learning in honey bees and humans","https://scispace.com/paper/different-mechanisms-underlie-implicit-visual-statistical-4h7dz1rnla","2020","Journal Article","Proceedings of the National Academy of Sciences of the United States of America","Aurore Avarguès-Weber
Valerie Finke
Márton Nagy
Tūnde Szabó
Tūnde Szabó
Daniele d’Amaro
Adrian G. Dyer
Adrian G. Dyer
József Fiser","10.1073/PNAS.1919387117","https://www.pnas.org/doi/pdf/10.1073/pnas.1919387117","- **Relevance Score:** 11/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Focuses on honeybee visual statistical learning, not same/different concept or rule transfer; provides species‑level insights but lacks individual‑level rule performance data.","The ability of developing complex internal representations of the environment is considered a crucial antecedent to the emergence of humans’ higher cognitive functions. Yet it is an open question whether there is any fundamental difference in how humans and other good visual learner species naturally encode aspects of novel visual scenes. Using the same modified visual statistical learning paradigm and multielement stimuli, we investigated how human adults and honey bees (Apis mellifera) encode spontaneously, without dedicated training, various statistical properties of novel visual scenes. We found that, similarly to humans, honey bees automatically develop a complex internal representation of their visual environment that evolves with accumulation of new evidence even without a targeted reinforcement. In particular, with more experience, they shift from being sensitive to statistics of only elemental features of the scenes to relying on co-occurrence frequencies of elements while losing their sensitivity to elemental frequencies, but they never encode automatically the predictivity of elements. In contrast, humans involuntarily develop an internal representation that includes single-element and co-occurrence statistics, as well as information about the predictivity between elements. Importantly, capturing human visual learning results requires a probabilistic chunk-learning model, whereas a simple fragment-based memory-trace model that counts occurrence summary statistics is sufficient to replicate honey bees’ learning behavior. Thus, humans’ sophisticated encoding of sensory stimuli that provides intrinsic sensitivity to predictive information might be one of the fundamental prerequisites of developing higher cognitive abilities."
"Multiple Reversal Olfactory Learning in Honeybees","https://scispace.com/paper/multiple-reversal-olfactory-learning-in-honeybees-3a0bgq3cuj","2010","Journal Article","Frontiers in Behavioral Neuroscience","Theo Mota
Martin Giurfa
Martin Giurfa","10.3389/FNBEH.2010.00048","https://scispace.com/pdf/multiple-reversal-olfactory-learning-in-honeybees-3a0bgq3cuj.pdf","- **Relevance Score:** 11/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses honeybee reversal learning to examine motivation and associative strength; does not address same/different concepts, transfer, or individual trial curves.","In multiple reversal learning, animals trained to discriminate a reinforced from a non-reinforced stimulus are subjected to various, successive reversals of stimulus contingencies (e.g. A+ vs. B-, A- vs. B+, A+ vs. B-). This protocol is useful to determine whether or not animals ""learn to learn"" and solve successive discriminations faster (or with fewer errors) with increasing reversal experience. Here we used the olfactory conditioning of proboscis extension reflex to study how honeybees Apis mellifera perform in a multiple reversal task. Our experiment contemplated four consecutive differential conditioning phases involving the same odors (A+ vs. B- to A- vs. B+ to A+ vs. B- to A- vs. B+). We show that bees in which the weight of reinforced or non-reinforced stimuli was similar mastered the multiple olfactory reversals. Bees which failed the task exhibited asymmetric responses to reinforced and non-reinforced stimuli, thus being unable to rapidly reverse stimulus contingencies. Efficient reversers did not improve their successive discriminations but rather tended to generalize their choice to both odors at the end of conditioning. As a consequence, both discrimination and reversal efficiency decreasedalong experimental phases. This result invalidates a learning-to-learn effect and indicates that bees do not only respond to the actual stimulus contingencies but rather combine these with an average of past experiences with the same stimuli."
"Individual Learning Phenotypes Drive Collective Behavior","https://scispace.com/paper/individual-learning-phenotypes-drive-collective-behavior-33lmhgezce","2020","Dataset","","Chelsea N. Cook
Natalie J. Lemanski
Thiago Mosqueiro
Cahit Öztürk
Jürgen Gadau
Noa Pinter‐Wollman
Brian H. Smith","10.6084/m9.figshare.9775955.v3","","- **Relevance Score:** 11/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses honeybee colonies with distinct learning phenotypes to examine foraging choices; focuses on species but not abstract same/different concepts, transfer, or individual trial data. Provides methodological details on colony composition and field foraging assays.","Variation in individual cognition affects how animals learn about and communicate information to others. We provide evidence that differences in how individual honey bees learn influences the collective foraging dynamics of a colony. By creating colonies of distinct learning phenotypes, we evaluated how bees make foraging choices in the field. Colonies containing individuals that learn to ignore unimportant information preferred familiar food locations; however, colonies of individuals that are unable to ignore familiar information visit novel and familiar feeders equally. Colonies with a 50/50 mix of these phenotypes prefer familiar food locations because individuals who learn the familiar location recruit nestmates by dancing more intensely. Our results reveal that cognitive variation among individuals nonlinearly shapes collective behavioral outcomes. "
"Honey Bees as a Model for Vision, Perception, and Cognition","https://scispace.com/paper/honey-bees-as-a-model-for-vision-perception-and-cognition-2fza2tnqsr","2010","Journal Article","Annual Review of Entomology","Mandyam V. Srinivasan","10.1146/ANNUREV.ENTO.010908.164537","https://scispace.com/pdf/honey-bees-as-a-model-for-vision-perception-and-cognition-2fza2tnqsr.pdf","- **Relevance Score:** 11/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses honey bee vision and cognition review to discuss neural mechanisms and compare insects, but lacks specific same/different concept experiments, individual trial data, or transfer assessments.","Among the so-called simpler organisms, the honey bee is one of the few examples of an animal with a highly evolved social structure, a rich behavioral repertoire, an exquisite navigational system, an elaborate communication system, and an extraordinary ability to learn colors, shapes, fragrances, and navigational routes quickly and accurately. This review examines vision and complex visually mediated behavior in the honey bee, outlining the structure and function of the compound eyes, the perception and discrimination of colors and shapes, the learning of complex tasks, the ability to establish and exploit complex associations, and the capacity to abstract general principles from a task and apply them to tackle novel situations. All this is accomplished by a brain that weighs less than a milligram and carries fewer than a million neurons, thus making the bee a promising subject in which to study a variety of fundamental questions about behavior and brain function."
"Numerical cognition in honeybees enables addition and subtraction","https://scispace.com/paper/numerical-cognition-in-honeybees-enables-addition-and-1mn313fbp3","2019","Journal Article","Science Advances","Scarlett R. Howard
Aurore Avarguès-Weber
Jair E. Garcia
Andrew D. Greentree
Adrian G. Dyer
Adrian G. Dyer","10.1126/SCIADV.AAV0961","","- **Relevance Score:** 11/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses honeybees to demonstrate symbolic addition/subtraction; does not address same/different concepts, transfer, individual trial data, or neural mechanisms.","Many animals understand numbers at a basic level for use in essential tasks such as foraging, shoaling, and resource management. However, complex arithmetic operations, such as addition and subtraction, using symbols and/or labeling have only been demonstrated in a limited number of nonhuman vertebrates. We show that honeybees, with a miniature brain, can learn to use blue and yellow as symbolic representations for addition or subtraction. In a free-flying environment, individual bees used this information to solve unfamiliar problems involving adding or subtracting one element from a group of elements. This display of numerosity requires bees to acquire long-term rules and use short-term working memory. Given that honeybees and humans are separated by over 400 million years of evolution, our findings suggest that advanced numerical cognition may be more accessible to nonhuman animals than previously suspected."
"Individual Learning Phenotypes Drive Collective Behavior","https://scispace.com/paper/individual-learning-phenotypes-drive-collective-behavior-5errjw5na1","2020","Dataset","","Chelsea N. Cook
Natalie J. Lemanski
Thiago Mosqueiro
Cahit Öztürk
Jürgen Gadau
Noa Pinter‐Wollman
Brian H. Smith","10.6084/m9.figshare.9775955.v5","","- **Relevance Score:** 11/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses honeybee colonies to test how individual learning phenotypes shape collective foraging; does not address same/different abstract concepts, transfer tests, or individual trial‑by‑trial data.","Variation in individual cognition affects how animals learn about and communicate information to others. We provide evidence that differences in how individual honey bees learn influences the collective foraging dynamics of a colony. By creating colonies of distinct learning phenotypes, we evaluated how bees make foraging choices in the field. Colonies containing individuals that learn to ignore unimportant information preferred familiar food locations; however, colonies of individuals that are unable to ignore familiar information visit novel and familiar feeders equally. Colonies with a 50/50 mix of these phenotypes prefer familiar food locations because individuals who learn the familiar location recruit nestmates by dancing more intensely. Our results reveal that cognitive variation among individuals nonlinearly shapes collective behavioral outcomes. "
"High-Speed Videography Reveals How Honeybees Can Turn a Spatial Concept Learning Task Into a Simple Discrimination Task by Stereotyped Flight Movements and Sequential Inspection of Pattern Elements.","https://scispace.com/paper/high-speed-videography-reveals-how-honeybees-can-turn-a-cuo83lj0cy","2018","Journal Article","Frontiers in Psychology","Marie Guiraud
Mark Roper
Lars Chittka","10.3389/FPSYG.2018.01347","https://scispace.com/pdf/high-speed-videography-reveals-how-honeybees-can-turn-a-cuo83lj0cy.pdf","- **Relevance Score:** 11/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses high‑speed video to show honeybees simplify a spatial task via stereotyped flight patterns; focuses on movement strategies, not same/different concept learning or transfer.","Honey bees display remarkable visual learning abilities, providing insights regarding visual information processing in a miniature brain. It was recently discovered that bees can solve a task that is generally viewed as spatial concept learning in primates, specifically the concept of ‘above’ and ‘below’. In these works, two pairs of visual stimuli were shown in the two arms of a Y-maze. Each arm displayed a ‘referent’ shape (e.g. a cross, or a horizontal line) and a second geometric shape that appeared either above or below the referent. Bees learning the “concept of aboveness” had to choose the arm of the Y-maze in which a shape – any shape - occurred above the referent, while those learning the “concept of belowness” had to pick the arm in which there was an arbitrary item beneath the referent. Here, we explore the sequential decision-making process that allows bees to solve this task by analyzing their flight trajectories inside the Y-maze. Over 400 hours of high-speed video footage of the bees’ choice strategies were analyzed in detail. With odor cues made unavailable, many bees failed the task, and, with the possible exception of a single forager, bees as a group failed to reach significance in picking the correct arm from the decision chamber of the maze. Of those bees that succeeded in choosing correctly, most required a close-up inspection of the targets. These bees typically employed a close-up scan of only the bottom part of the pattern before taking the decision of landing on a feeder. When rejecting incorrect feeders, they repeatedly scanned the pattern features, but were still, on average, faster at completing the task than the non-leaners. This shows that solving a concept learning task could actually be mediated by turning it into a more manageable discrimination task by some animals, although one individual in this study appeared to have gained the ability (by the end of the training) to solve the task in a manner predicted by concept learning."
"Learning context modulates aversive taste strength in honey bees.","https://scispace.com/paper/learning-context-modulates-aversive-taste-strength-in-honey-3geqmdlpob","2015","Journal Article","The Journal of Experimental Biology","Maria Gabriela de Brito Sanchez
Maria Gabriela de Brito Sanchez
Marion Serre
Aurore Avarguès-Weber
Adrian G. Dyer
Martin Giurfa","10.1242/JEB.117333","https://scispace.com/pdf/learning-context-modulates-aversive-taste-strength-in-honey-3geqmdlpob.pdf","- **Relevance Score:** 11/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses honeybee aversive taste conditioning to show learning context modulates stimulus strength; focuses on gustatory learning, not abstract same/different concepts or transfer, and lacks individual trial analyses or comparative neural discussion.","The capacity of honey bees ( Apis mellifera ) to detect bitter substances is controversial because they ingest without reluctance different kinds of bitter solutions in the laboratory, whereas free-flying bees avoid them in visual discrimination tasks. Here, we asked whether the gustatory perception of bees changes with the behavioral context so that tastes that are less effective as negative reinforcements in a given context become more effective in a different context. We trained bees to discriminate an odorant paired with 1 mol l−1 sucrose solution from another odorant paired with either distilled water, 3 mol l−1 NaCl or 60 mmol l−1 quinine. Training was either Pavlovian [olfactory conditioning of the proboscis extension reflex (PER) in harnessed bees], or mainly operant (olfactory conditioning of free-walking bees in a Y-maze). PER-trained and maze-trained bees were subsequently tested both in their original context and in the alternative context. Whereas PER-trained bees transferred their choice to the Y-maze situation, Y-maze-trained bees did not respond with a PER to odors when subsequently harnessed. In both conditioning protocols, NaCl and distilled water were the strongest and the weakest aversive reinforcement, respectively. A significant variation was found for quinine, which had an intermediate aversive effect in PER conditioning but a more powerful effect in the Y-maze, similar to that of NaCl. These results thus show that the aversive strength of quinine varies with the learning context, and reveal the plasticity of the bee's gustatory system. We discuss the experimental constraints of both learning contexts and focus on stress as a key modulator of taste in the honey bee. Further explorations of bee taste are proposed to understand the physiology of taste modulation in bees."
"Comparative analysis of learning in honeybees","https://scispace.com/paper/comparative-analysis-of-learning-in-honeybees-3buk6fb62r","1996","Journal Article","Animal Learning & Behavior","M. E. Bitterman","10.3758/BF03198961","https://scispace.com/pdf/comparative-analysis-of-learning-in-honeybees-3buk6fb62r.pdf","- **Relevance Score:** 11/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses honeybee learning experiments to compare with vertebrates; provides broad methodological overview but lacks same/different concept, transfer tests, individual trial data, or neural mechanisms.","The performance of free-flying and harnessed honeybees has been studied in a variety of experiments patterned after those in which learning in vertebrates has been studied—among them experiments on amount, quality, and probability of reward; on compound conditioning and discrimination; and on spatial learning and memory. Despite the remoteness of the evolutionary relationship and the vast differences in brain size and structure, the results for honeybees are strikingly similar to those for vertebrates in many respects and different in only a few. The extent to which phenomena of learning common to honeybees and vertebrates can be understood in terms of common functional principles and mechanisms remains to be determined. None of the differences in the results for honeybees and vertebrates points unmistakably to a difference in their learning."
"Prospective and Retrospective Learning in Honeybees","https://scispace.com/paper/prospective-and-retrospective-learning-in-honeybees-cnvhohx4b8","2006","Journal Article","International Journal of Comparative Psychology","Martin Giurfa
Julie Benard","","https://scispace.com/pdf/prospective-and-retrospective-learning-in-honeybees-cnvhohx4b8.pdf","- **Relevance Score:** 11/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Examines honeybee rule and category learning, but lacks same/different concept transfer, individual trial data, or neural/comparative analyses.","We focus on non-elemental forms of learning in honeybees in order to answer the question of whether retrospective learning can be found in an insect. We analyze three different forms of learn- ing: category learning, rule learning and backward blocking. We provide examples showing that hon- eybees demonstrate these three forms of learning and propose that causal retrospection underlies them to different extents. We argue that an elemental associative account explains category learning whereas rule learning may require retrospection. Backward blocking, on the other hand, admits inter- pretations based on prospective learning. Consequently, because animals, including honeybees, solve these three types of problems, distinguishing between species on the basis of these capacities is inap- propriate. Experience-dependent plasticity in animals relies on different forms of as- sociative learning, from elemental to non-elemental ones (Mackintosh, 1994; Pearce, 1997). Such forms of learning allow animals to establish predictions about changes in a complex environment and can therefore be described as prospective learning . Prospective learning is considered to be different from retrospective learning because they refer, respectively, to the ability to go from causes to effects (prospective learning) and to the ability to go from effects to causes (retrospective learning). It has been claimed that the very notion of explanation entails retrospective abilities and that only humans are capable of that type of reasoning (Reboul, 2005; Vonk, 2005). It is argued that prospective learning requires extracting predictive relationships between perceptible entities in the world while retrospection allows going beyond the observable and learning about stimuli that are not present. There is a rigorous debate as to whether non-humans animals are capable of causal retro- spection (see, for instance, http://www.interdisciplines.org/causality). For instance, the following example, taken from Reboul (2005), compares a dog and a child viewing a rainy day through a glass window, and intends to differentiate between animals and humans based on the distinction between prospective and retrospec- tive reasoning: ""Abigael, the child, is curled in an armchair reading a book; Tolkien, the dog, has sneaked into another armchair and both are casting melan- choly eyes at the rain beating on the windows…Abigael may have a mentalist ex- planation to the effect that I believe that rain makes one wet and that I don't like to get wet which is why I choose to stay indoors when it rains. This explanation, pre- sumably, is not something that it would make sense to attribute to Tolkien…It seems to me that the difference lies in the fact that Abigael has an explanation for the association whereas Tolkien is left with the association, naked as it were"" (Re- boul, 2005)."
"Behavioral and genetic correlates of heterogeneity in learning performance in individual honeybees, Apis mellifera","https://scispace.com/paper/behavioral-and-genetic-correlates-of-heterogeneity-in-4avi7b7egd","2023","Journal Article","bioRxiv","N. Chakroborty
Gérard Leboulle
Ralf Einspanier
Randolf Menzel","10.1101/2023.10.23.563551","","- **Relevance Score:** 11/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Somewhat Relevant: Offers per‑bee performance scores for individual analysis and gene‑expression links to learning; uses olfactory conditioning but lacks same/different concept transfer evaluation.","Learning an olfactory discrimination task leads to heterogeneous results in honeybees with bees performing very well and others at low rates. Here we investigated this behavioral heterogeneity and asked whether it is associated with particular gene expression patterns. Bees were individually conditioned in a sequential conditioning protocol involving several phases of olfactory learning and retention tests. The rate of CS+ odor learning was found to correlate highest with a cumulative performance score extracted from all learning and retention tests. The cumulative score was used to sort the tested bees into high and low performers. Microarray analysis of gene expression in the mushroom body area of the brains of these bees disclosed a list of genes, which were differentially expressed between the high and low performers. These candidate genes are implicated in diverse biological functions, such as neurotransmission, memory formation, cargo trafficking and development."
"Generalization of visual regularities in newly hatched chicks (Gallus gallus)","https://scispace.com/paper/generalization-of-visual-regularities-in-newly-hatched-s0g10b0osi","2016","Journal Article","Animal Cognition","Chiara Santolin
Chiara Santolin
Chiara Santolin
Orsola Rosa-Salva
Lucia Regolin
Giorgio Vallortigara","10.1007/S10071-016-1005-2","https://www.researchgate.net/profile/Chiara-Santolin/publication/303905324_Generalization_of_visual_regularities_in_newly_hatched_chicks_Gallus_gallus/links/5e5fe6ad92851cefa1deb98d/Generalization-of-visual-regularities-in-newly-hatched-chicks-Gallus-gallus.pdf","- **Relevance Score:** 11/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Shows chicks learn abstract visual patterns and generalize to novel triplets; no honeybees, no same/different rule, limited individual data, no neural or insect comparisons.","Evidence of learning and generalization of visual regularities in a newborn organism is provided in the present research. Domestic chicks have been trained to discriminate visual triplets of simultaneously presented shapes, implementing AAB versus ABA (Experiment 1), AAB versus ABB and AAB versus BAA (Experiment 2). Chicks distinguished pattern-following and pattern-violating novel test triplets in all comparisons, showing no preference for repetition-based patterns. The animals generalized to novel instances even when the patterns compared were not discriminable by the presence or absence of reduplicated elements or by symmetry (e.g., AAB vs. ABB). These findings represent the first evidence of learning and generalization of regularities at the onset of life in an animal model, revealing intriguing differences with respect to human newborns and infants. Extensive prior experience seems to be unnecessary to drive the process, suggesting that chicks are predisposed to detect patterns characterizing the visual world."
"The role of the microRNAs miR-12, miR-124, miR-125, miR-989 and miR-3788 in the learning and memory formation processes in the honeybee (Apis mellifera)","https://scispace.com/paper/the-role-of-the-micrornas-mir-12-mir-124-mir-125-mir-989-and-3agukcop2g","2016","Dissertation","","Julia Michely","10.22028/D291-26998","https://scispace.com/pdf/the-role-of-the-micrornas-mir-12-mir-124-mir-125-mir-989-and-3agukcop2g.pdf","- **Relevance Score:** 11/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses PER conditioning to study miRNA roles in honeybee memory; provides detailed assay setup but lacks same/different concept tasks, transfer tests, or individual trial curves.",""
"Concept learning by pigeons: Matching-to-sample with trial-unique video picture stimuli","https://scispace.com/paper/concept-learning-by-pigeons-matching-to-sample-with-trial-1zxdi6w872","1988","Journal Article","Animal Learning & Behavior","Anthony A. Wright
Anthony A. Wright
Robert G. Cook
Robert G. Cook
Jacquelyne J. Rivera
Stephen F. Sands
Juan D. Delius
Juan D. Delius","10.3758/BF03209384","https://scispace.com/pdf/concept-learning-by-pigeons-matching-to-sample-with-trial-1zxdi6w872.pdf","- **Relevance Score:** 11/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Studies pigeons, not honeybees; assesses transfer to novel stimuli but lacks same/different concept focus, individual bee data, neural or comparative analyses.","Pigeons were trained to match-to-sample with several new methodologies: a large number of stimuli, computer-drawn color picture stimuli, responses monitored by a computer touch screen, stimuli presented horizontally from the floor, and grain reinforcement delivered onto the picture stimuli. Following acquisition, matching-to-sample concept learning was assessed by transfer to novel stimuli on the first exposure to pairs of novel stimuli. One group (trial-unique), trained with 152 different pictures presented once daily, showed excellent transfer (80% correct). Transfer and baseline performances were equivalent, indicating that the matching-to-sample concept had been learned. A second group (2-stimulus), trained with only two different pictures, showed no evidence of transfer. These results are discussed in terms of the effect of numbers of exemplars on previous failures to find concept learning in pigeons, and the implications of the positive finding from this experiment on abstract concept learning and evolutionary cognitive development."
"Abstract concept learning in a simple neural network inspired by the insect brain","https://scispace.com/paper/abstract-concept-learning-in-a-simple-neural-network-3jc4xlxxt6","2018","Journal Article","PLOS Computational Biology","Alex Cope
Eleni Vasilaki
Dorian Minors
Chelsea Sabo
James A. R. Marshall
Andrew B. Barron","10.1371/JOURNAL.PCBI.1006435","https://scispace.com/pdf/abstract-concept-learning-in-a-simple-neural-network-3jc4xlxxt6.pdf","- **Relevance Score:** 3/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses a honey‑bee‑inspired neural model to argue abstract concept learning can arise from simple circuitry; no empirical bee trials, but provides detailed mechanistic discussion linking behavior to insect brain structures.","The capacity to learn abstract concepts such as 'sameness' and 'difference' is considered a higher-order cognitive function, typically thought to be dependent on top-down neocortical processing. It is therefore surprising that honey bees apparantly have this capacity. Here we report a model of the structures of the honey bee brain that can learn sameness and difference, as well as a range of complex and simple associative learning tasks. Our model is constrained by the known connections and properties of the mushroom body, including the protocerebral tract, and provides a good fit to the learning rates and performances of real bees in all tasks, including learning sameness and difference. The model proposes a novel mechanism for learning the abstract concepts of 'sameness' and 'difference' that is compatible with the insect brain, and is not dependent on top-down or executive control processing."
"Information transfer beyond the waggle dance: observational learning in bees and flies","https://scispace.com/paper/information-transfer-beyond-the-waggle-dance-observational-552audl3tt","2015","Journal Article","Frontiers in Ecology and Evolution","Aurore Avarguès-Weber
Aurore Avarguès-Weber
Mathieu Lihoreau
Mathieu Lihoreau
Guillaume Isabel
Guillaume Isabel
Martin Giurfa
Martin Giurfa","10.3389/FEVO.2015.00024","https://scispace.com/pdf/information-transfer-beyond-the-waggle-dance-observational-552audl3tt.pdf","- **Relevance Score:** 3/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Focuses on observational learning in bumblebees and flies, offering cross‑species comparison; lacks honeybee subjects, same/different concepts, and individual‑level transfer data, though it details experimental setups.","Social information transfer is part of the success of animal societies and has been documented in a variety of taxa, from slime molds to humans. In invertebrates, the historical research focus has been on the specialized signals shaped by selection to convey information, such as the honeybee waggle dance. However, growing evidence shows that invertebrates also commonly glean critical information about their environment by observing others. For instance, a bumblebee’s choice between novel flower species is influenced by the observation of the foraging choices of more experienced conspecifics. Recent studies suggest that these seemingly complex learning abilities can be explained in terms of simple associative learning, whereby individuals learn to associate social cues (conditioned stimuli) to reward cues (unconditioned stimuli). Here, we review the behavioral evidence of observational learning both in bees and Drosophila. We discuss the validity of associative accounts of observational learning and the potential neural circuits mediating visual social learning in these model species to define future research avenues for studying the neurobiology of social cognition in miniature brains."
"Visual cognition in social insects","https://scispace.com/paper/visual-cognition-in-social-insects-4v5tjwp2jo","2011","Journal Article","Annual Review of Entomology","Aurore Avarguès-Weber
Nina Deisig
Martin Giurfa","10.1146/ANNUREV-ENTO-120709-144855","https://www.academia.edu/download/50477161/Visual_cognition_in_social_insects20161122-3176-1wvqhcq.pdf","- **Relevance Score:** 3/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Reviews visual learning across social insects, offering broad comparative context and neural speculation, but lacks honeybee‑specific same/different experiments, individual data, or transfer analyses.","Visual learning admits different levels of complexity, from the formation of a simple associative link between a visual stimulus and its outcome, to more sophisticated performances, such as object categorization or rules learning, that allow flexible responses beyond simple forms of learning. Not surprisingly, higher-order forms of visual learning have been studied primarily in vertebrates with larger brains, while simple visual learning has been the focus in animals with small brains such as insects. This dichotomy has recently changed as studies on visual learning in social insects have shown that these animals can master extremely sophisticated tasks. Here we review a spectrum of visual learning forms in social insects, from color and pattern learning, visual attention, and top-down image recognition, to interindividual recognition, conditional discrimination, category learning, and rule extraction. We analyze the necessity and sufficiency of simple associations to account for complex visual learning in Hymenoptera and discuss possible neural mechanisms underlying these visual performances."
"New vistas on honey bee vision","https://scispace.com/paper/new-vistas-on-honey-bee-vision-3izqrkdzbm","2012","Journal Article","Apidologie","Aurore Avarguès-Weber
Aurore Avarguès-Weber
Aurore Avarguès-Weber
Theo Mota
Theo Mota
Martin Giurfa
Martin Giurfa","10.1007/S13592-012-0124-2","https://scispace.com/pdf/new-vistas-on-honey-bee-vision-3izqrkdzbm.pdf","- **Relevance Score:** 3/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses calcium imaging and electrophysiology to explore bee visual circuits, providing neural mechanisms and methodological insights, but lacks same/different concept learning or transfer data.","The honey bee is a traditional animal model for the study of visual perception, learning, and memory. Extensive behavioral studies have shown that honey bees perceive, learn, and memorize colors, shapes, and patterns when these visual cues are paired with sucrose reward. Bee color vision is trichromatic, based on three photoreceptor types (S, M, L), which peak in the UV, blue, and green region of the spectrum. Perceptual color spaces have been proposed to account for bee color vision, and the anatomy of the visual neuropils in the bee brain was described to a large extent. In the last decade, conceptual and technical advances improved significantly our comprehension of visual processing in bees. At the behavioral level, unexpected cognitive visual capacities were discovered such as categorical and conceptual categorization. At the neurobiological level, molecular analyses of the compound eye revealed an intricate heterogeneity in the distribution of photoreceptors in the retina. Spatial segregation and integration of visual information in the bee brain has been analyzed at functional levels so far unexploited. These recent discoveries associated with the perspective of accessing the bee brain of harnessed bees while they perceive and learn visual cues open new avenues toward a comprehension of the neural substrates of visual perception and learning in bees. Understanding how the miniature brain of bees achieves sophisticated visual performances is a fundamental goal for the comparative study of vision and cognition."
