"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Relevance","Abstract","Data Availability Assessment","Data Characteristics and Availability","Statistical Methods for Transitions"
"Heterogeneity in signaled active avoidance learning: substantive and methodological relevance of diversity in instrumental defensive responses to threat cues.","https://scispace.com/paper/heterogeneity-in-signaled-active-avoidance-learning-3jvoetq6fd","2014","Journal Article","Frontiers in Systems Neuroscience","Isaac R. Galatzer-Levy
Justin M. Moscarello
Esther M. Blessing
Jo Anna E. Klein
Christopher K. Cain
Christopher K. Cain
Joseph E. LeDoux","10.3389/FNSYS.2014.00179","","- **Relevance Score:** 15/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses rat signaled active avoidance to model threat learning; identifies heterogeneous acquisition patterns with rapid step‑like increases, but analyzes group trajectories rather than single‑trial curves and lacks formal change‑point methods.","Individuals exposed to traumatic stressors follow divergent patterns including resilience and chronic stress. However, researchers utilizing animal models that examine threat responses typically use central tendency statistics that assume population homogeneity, potentially overlooking fundamental differences that can explain human diversity in response to traumatic stressors. The current study tests this assumption by identifying and replicating common heterogeneous patterns of response to signaled active avoidance (AA) training where rats are trained to prevent an aversive outcome (shock) by performing a instrumental behavior (shuttling between chambers) during the presentation of a conditioned threat cue (tone). Study 1 conducted three days of signaled AA training (n = 81 animals) and study 2 conducted five days of training (n = 186 animals). Four trajectories were identified in both samples including animals that acquired and retained avoidance behavior on the first day (Rapid Avoiders: 22% & 25%); those who never successfully acquired avoidance (Non-Avoiders; 20% &16%); a modal class who acquired avoidance over three days (Modal Avoiders; 37% & 50%); and a population who demonstrated a slow pattern of avoidance, failed to fully acquire avoidance in study 1 and did acquire avoidance on days 4 and 5 in study 2 (Slow Avoiders; 22.0% & 9%). With the exception of the Slow Avoiders in Study 1, populations that acquired demonstrated rapid step-like increases leading to asymptotic levels of avoidance. These findings indicate that avoidance responses are heterogeneous in a way that may be informative for understanding resilience and chronic stress responses such as PTSD as well as the nature of instrumental behavior acquisition. Characterizing heterogeneous populations based on their response to threat cues would increase the accuracy and translatability of such models and potentially lead to new discoveries that explain diversity in instrumental defensive responses.","","",""
"The rat approximates an ideal detector of changes in rates of reward: implications for the law of effect.","https://scispace.com/paper/the-rat-approximates-an-ideal-detector-of-changes-in-rates-2m2ay222bu","2001","Journal Article","Journal of Experimental Psychology: Animal Behavior Processes","Charles R. Gallistel
Terence A. Mark
Adam Philip King
Peter E. Latham","10.1037//0097-7403.27.4.354","https://home.cs.colorado.edu/~mozer/Teaching/syllabi/CognitiveModeling/readings/Gallisteletal2001.pdf","- **Relevance Score:** 15/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses Bayesian ideal‑detector model to identify rapid shifts in reward‑rate perception, providing a change‑point framework; lacks trial‑by‑trial curves and classical conditioning tasks, and does not explicitly fit step‑function models.","Rats responded on two levers delivering brain stimulation reward on concurrent variable interval schedules. Following many successive sessions with unchanging relative rates of reward, subjects adjusted to an eventual change slowly and showed spontaneous reversions at the beginning of following sessions. When changes in rates of reward occurred between and within every session, subjects adjusted to them about as rapidly as they could in principle do so, as shown by comparison to a Bayesian model of an ideal detector. This and other features of the adjustments to frequent changes imply that the behavioral effect of reinforcement depends on the subject's perception of incomes and changes in incomes rather than on the strengthening and weakening of behaviors in accord with their past effects or expected results. Models for the process by which perceived incomes determine stay durations and for the process that detects changes in rates are developed.","","",""
"Acquisition and extinction in autoshaping","https://scispace.com/paper/acquisition-and-extinction-in-autoshaping-2m569i8s4l","2002","Journal Article","Psychological Review","Sham M. Kakade
Peter Dayan","10.1037/0033-295X.109.3.533","https://scispace.com/pdf/acquisition-and-extinction-in-autoshaping-2m569i8s4l.pdf","- **Relevance Score:** 15/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses autoshaping data to test an attention‑based learning model, but does not provide single‑trial curves, step‑function analysis, or change‑point detection.","C. R. Gallistel and J. Gibbon (2000) presented quantitative data on the speed with which animals acquire behavioral responses during autoshaping, together with a statistical model of learning intended to account for them. Although this model captures the form of the dependencies among critical variables, its detailed predictions are substantially at variance with the data. In the present article, further key data on the speed of acquisition are used to motivate an alternative model of learning, in which animals can be interpreted as paying different amounts of attention to stimuli according to estimates of their differential reliabilities as predictors.","","",""
"Screening for learning and memory mutations: A new approach","https://scispace.com/paper/screening-for-learning-and-memory-mutations-a-new-approach-y8m7iy57zb","2010","Journal Article","Acta Psychologica Sinica","Charles R. Gallistel
A. P. King
Alan M. Daniel
David Freestone
E. B. Papachristos
Fuat Balcı
Aaron Kheifets
J. Zhang
X. Su
G. Schiff
H. Kourtev","10.3724/SP.J.1041.2010.00138","https://pmc.ncbi.nlm.nih.gov/articles/PMC2844986/pdf/nihms175556.pdf","- **Relevance Score:** 15/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses automated mouse conditioning protocols (instrumental and classical) for rapid screening; lacks trial‑by‑trial curves, step‑function analysis, or change‑point detection.","We describe a fully automated, live-in 24/7 test environment, with experimental protocols that measure the accuracy and precision with which mice match the ratio of their expected visit durations to the ratio of the incomes obtained from two hoppers, the progress of instrumental and classical conditioning (trials-to-acquisition), the accuracy and precision of interval timing, the effect of relative probability on the choice of a timed departure target, and the accuracy and precision of memory for the times of day at which food is available. The system is compact; it obviates the handling of the mice during testing; it requires negligible amounts of experimenter/technician time; and it delivers clear and extensive results from 3 protocols within a total of 7–9 days after the mice are placed in the test environment. Only a single 24-hour period is required for the completion of first protocol (the matching protocol), which is strong test of temporal and spatial estimation and memory mechanisms. Thus, the system permits the extensive screening of many mice in a short period of time and in limited space. The software is publicly available.","","",""
"Trace Eyeblink Conditioning in Rabbits Demonstrates Heterogeneity of Learning Ability Both Between and Within Age Groups","https://scispace.com/paper/trace-eyeblink-conditioning-in-rabbits-demonstrates-3632h4tfob","1996","Journal Article","Neurobiology of Aging","Lucien T. Thompson
James R. Moyer
John F. Disterhoft","10.1016/0197-4580(96)00026-7","http://www.utdallas.edu/~tres/papers/thompson.etal.96.pdf","- **Relevance Score:** 15/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses rabbit eyeblink trace conditioning to assess learning rates; provides per‑animal learning curves but focuses on averaged performance and lacks step‑function or change‑point analysis.","","","",""
"Explaining the effectiveness of fear extinction through latent-cause
  inference","https://scispace.com/paper/explaining-the-effectiveness-of-fear-extinction-through-l1rh0kc6","2022","Posted Content","","","10.48550/arxiv.2205.04670","https://scispace.com/pdf/explaining-the-effectiveness-of-fear-extinction-through-l1rh0kc6.pdf","- **Relevance Score:** 15/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses fear‑extinction conditioning in rodents, matching animal learning paradigms. Discusses abrupt switching behavior but does not model step‑functions or apply change‑point detection, and focuses on group‑level rather than trial‑by‑trial analysis.","Acquiring fear responses to predictors of aversive outcomes is crucial for survival. At the same time, it is important to be able to modify such associations when they are maladaptive, for instance in treating anxiety and trauma-related disorders. Standard extinction procedures can reduce fear temporarily, but with sufficient delay or with reminders of the aversive experience, fear often returns. The latent-cause inference framework explains the return of fear by presuming that animals learn a rich model of the environment, in which the standard extinction procedure triggers the inference of a new latent cause, preventing the unlearning of the original aversive associations. This computational framework had previously inspired an alternative extinction paradigm -- gradual extinction -- which indeed was shown to be more effective in reducing the return of fear. However, the original framework was not sufficient to explain the pattern of results seen in the experiments. Here, we propose a formal model to explain the effectiveness of gradual extinction in reducing spontaneous recovery and reinstatement effects, in contrast to the ineffectiveness of standard extinction and a gradual reverse control procedure. We demonstrate through quantitative simulation that our model can explain qualitative behavioral differences across different extinction procedures as seen in the empirical study. We verify the necessity of several key assumptions added to the latent-cause framework, which suggest potential general principles of animal learning and provide novel predictions for future experiments. ","","",""
"Classical and instrumental conditioning of eyeblink responses in Wistar–Kyoto and Sprague–Dawley rats","https://scispace.com/paper/classical-and-instrumental-conditioning-of-eyeblink-jljvgf7qjm","2011","Journal Article","Behavioural Brain Research","Thomas M. Ricart
Xilu Jiao
Kevin C.H. Pang
Kevin D. Beck
Richard J. Servatius","10.1016/J.BBR.2010.08.029","","- **Relevance Score:** 15/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses eyeblink conditioning in rats to compare strain differences; does not provide trial‑by‑trial curves, step‑function analysis, or change‑point detection.","","","",""
"Autoshaping with nine consecutive conditioned stimuli in the pigeon","https://scispace.com/paper/autoshaping-with-nine-consecutive-conditioned-stimuli-in-the-2e67jqypim","1985","Journal Article","Bulletin of the psychonomic society","Richard Pisacreta
David Gough
Cathy Potter
Richard Cross","10.3758/BF03329789","https://scispace.com/pdf/autoshaping-with-nine-consecutive-conditioned-stimuli-in-the-2e67jqypim.pdf","- **Relevance Score:** 15/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses pigeon autoshaping to examine sequential stimulus pecking; provides no trial‑by‑trial curves, step‑function analysis, or change‑point methods, and lacks cited theoretical work or simulations.","Four naive pigeons were trained with an autoshaping procedure that provided nine consecutive conditioned stimuli (CS1-CS9). The 18-sec CS presentation period was divided into nine 2-sec intervals. During each 2-sec interval, a different response key was lighted with white light. Hence, the birds were provided with nine sequential CS stimuli. After the ninth CS, 4-sec access to grain was provided, followed by a 30-sec intertrial interval. Three of the four birds pecked the fourth key to light (CS4) within 1-23 trials. The fourth bird pecked CS8 first, during the 34th trial. When the order in which the keys lighted was rearranged, each bird continued to peck one of the first three keys to light.","","",""
"The Peak Interval Procedure in Rodents: A Tool for Studying the Neurobiological Basis of Interval Timing and Its Alterations in Models of Human Disease.","https://scispace.com/paper/the-peak-interval-procedure-in-rodents-a-tool-for-studying-iyo72egkb2","2020","Journal Article","","Fuat Balcı
David Freestone","10.21769/BIOPROTOC.3735","https://scispace.com/pdf/the-peak-interval-procedure-in-rodents-a-tool-for-studying-iyo72egkb2.pdf","- **Relevance Score:** 15/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses trial‑by‑trial segmentation to locate start/stop times, providing a change‑point detection approach, but focuses on interval timing rather than learning curves or classical conditioning, and does not model abrupt step‑like learning.","Animals keep track of time intervals in the seconds to minutes range with, on average, high accuracy but substantial trial-to-trial variability. The ability to detect the statistical signatures of such timing behavior is an indispensable feature of a good and theoretically-tractable testing procedure. A widely used interval timing procedure is the peak interval (PI) procedure, where animals learn to anticipate rewards that become available after a fixed delay. After learning, they cluster their responses around that reward-availability time. The in-depth analysis of such timed anticipatory responses leads to the understanding of an internal timing mechanism, that is, the processing dynamics and systematic biases of the brain's clock. This protocol explains in detail how the PI procedure can be implemented in rodents, from training through testing to analysis. We showcase both trial-by-trial and trial-averaged analytical methods as a window into these internal processes. This protocol has the advantages of capturing timing behavior in its full-complexity in a fashion that allows for a theoretical treatment of the data.","","",""
"Cue duration determines response rate but not rate of acquisition of Pavlovian conditioning in mice","https://scispace.com/paper/cue-duration-determines-response-rate-but-not-rate-of-4389e2k5ec","2020","Journal Article","Quarterly Journal of Experimental Psychology","Joseph M. Austen
David J. Sanderson","10.1177/1747021820937696","https://journals.sagepub.com/doi/pdf/10.1177/1747021820937696","- **Relevance Score:** 15/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses Pavlovian conditioning in mice to test cue‑duration effects; does not present trial‑by‑trial curves, abrupt step modeling, or change‑point analysis.","The duration of a conditioned stimulus (CS) is a key determinant of Pavlovian conditioning. Rate estimation theory (RET) proposes that reinforcement rate is calculated over cumulative exposure to a cue and the reinforcement rate of a cue, relative to the background reinforcement rate, determines the speed of acquisition of conditioned responding. Consequently, RET predicts that shorter-duration cues require fewer trials to acquisition than longer-duration cues due to the difference in reinforcement rates. We tested this prediction by reanalysing the results of a previously published experiment. Mice received appetitive Pavlovian conditioning of magazine approach behaviour with a 10-s CS and a 40-s CS. Cue duration did not affect the rate at which responding emerged or the rate at which it peaked. The 10-s CS did elicit higher levels of responding than the 40-s CS. These results are not consistent with rate estimation theory. Instead, they are consistent with an associative analysis that assumes that asymptotic levels of responding reflect the balance between increments and decrements in associative strength across cumulative exposure to a cue.","","",""
"Within-signal learning in autoshaping","https://scispace.com/paper/within-signal-learning-in-autoshaping-1a4rdrpc0x","1981","Journal Article","Animal Learning & Behavior","Robert A. Rescorla","10.3758/BF03197827","https://scispace.com/pdf/within-signal-learning-in-autoshaping-1a4rdrpc0x.pdf","- **Relevance Score:** 15/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses pigeon autoshaping to examine within‑signal associations, but provides no trial‑by‑trial curves, step‑function analysis, or change‑point detection.","Four experiments explored the formation of associations among elements of a compound visual CS in an autoshaping preparation using pigeon subjects. Experiment 1 found evidence for such associations when the compound was presented without food reinforcement. Experiments 2 and 3 demonstrated that compounds embedded in procedures that produce blocking and conditioned inhibition also developed associations among their elements. Experiment 4 found, using a conditional discrimination procedure, that such within-signal associations were weakened, but not eliminated, by the presentation of food reinforcement at the end of the compound. These results suggest a pervasive role for within-signal associations across a variety of conditioning procedures that have been given central roles in current theories of conditioning.","","",""
"Decreased Key Pecking in Response to Reward Uncertainty Followed by Surprising Delay Extension in Pigeons","https://scispace.com/paper/decreased-key-pecking-in-response-to-reward-uncertainty-d9gqig8u8a","2021","Journal Article","International Journal of Comparative Psychology","Neslihan Wittek
Kevin Wittek
Onur Güntürkün
Patrick Anselme","10.46867/IJCP.2021.34.00.02","https://scispace.com/pdf/decreased-key-pecking-in-response-to-reward-uncertainty-d9gqig8u8a.pdf","- **Relevance Score:** 15/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses pigeon key‑pecking and rabbit eye‑blink classical conditioning; no single‑trial curves, abrupt step modeling, or change‑point analysis presented.","Author(s): Wittek, Neslihan; Wittek, Kevin; Gunturkun, Onur; Anselme, Patrick | Abstract: The Pavlovian autoshaping paradigm has often been used to assess the behavioral effects of reward omission on behavior. We trained pigeons to receive a food reward (unconditioned stimulus or UCS) following illumination of a response key (conditioned stimulus or CS). In Experiment 1, one group of pigeons was trained with two 100% predictive CS-UCS associations (reward certainty) and another group with two 25% predictive CS-UCS associations (reward uncertainty) for 12 sessions. In both groups, the two CS durations were 8 s. Then, in each group, the duration of one CS remained unchanged and that of the other CS was suddenly extended from 8 to 24 s for 6 sessions. In Experiment 2, some experienced individuals (from Experiment 1) and naive individuals formed two groups trained with a 24-s CS throughout for 18 sessions. Our results show that pigeons (a) pecked less at the uncertain than the certain CS, (b) decreased and then increased CS-pecking after extending CS duration, especially in the certainty condition, (c) were unresponsive to the 24-s CS in the absence of previous experience, and (d) decreased their response rate close to the end of a trial irrespective of the reinforcement condition, CS duration, and amount of training. These results are discussed in relation to several theoretical frameworks.","","",""
"The content of compound conditioning.","https://scispace.com/paper/the-content-of-compound-conditioning-1bod3uh4jw","2012","Journal Article","Journal of Experimental Psychology: Animal Behavior Processes","Justin A. Harris
Benjamin J. Andrew
Evan J. Livesey","10.1037/A0026605","https://scispace.com/pdf/the-content-of-compound-conditioning-1bod3uh4jw.pdf","- **Relevance Score:** 15/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses rat Pavlovian magazine‑approach conditioning to test rate‑based models; does not present trial‑by‑trial curves, step‑function analyses, or change‑point detection.","In three experiments using Pavlovian conditioning of magazine approach, rats were trained with a compound stimulus, AB, and were concurrently trained with stimulus B on its own. The reinforcement rate of B, rB, was either 1/2, 2/3, or 2/5 of rAB. After extended training, the conditioning strength of A was assessed using probe trials in which A was presented alone. Responding during A was compared with that during AB, B, and a third stimulus, C, for which rC = rAB - rB. In each experiment, the rats' response rate during A was almost identical to that during C (and during B, when rB = 1/2rAB). This suggests that, during AB conditioning, the rats had learned about rA as being equal to [rAB - rB], and implies that the content of their learning was a linear function of r. The findings provide strong support for rate-based models of conditioning (e.g., Gallistel & Gibbon, 2000). They are also consistent with the associative account of learning defined in the Rescorla and Wagner (1972) model, but only if the learning rate during reinforcement equals that during nonreinforcement.","","",""
"Repeated acquisitions and extinctions in classical conditioning of the rabbit nictitating membrane response.","https://scispace.com/paper/repeated-acquisitions-and-extinctions-in-classical-b6l748yjn0","2006","Journal Article","Learning & Memory","E. James Kehoe","10.1101/LM.169306","https://scispace.com/pdf/repeated-acquisitions-and-extinctions-in-classical-b6l748yjn0.pdf","- **Relevance Score:** 15/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses rabbit eyeblink conditioning to examine rapid reacquisition and extinction, but focuses on group-level performance without trial‑by‑trial analysis, step‑function modeling, or change‑point detection.","The rabbit nictitating membrane (NM) response underwent successive stages of acquisition and extinction training in both delay (Experiment 1) and trace (Experiment 2) classical conditioning. In both cases, successive acquisitions became progressively faster, although the largest, most reliable acceleration occurred between the first and second acquisition. Successive extinctions were similar in rate. The results challenge contextual control theories of extinction but are consistent with attentional and layered-network models. The results are discussed with respect to their implications for the interaction between cerebellar and forebrain pathways for eyeblink conditioning.","","",""
"Transient Changes in Excitability of Rabbit CA3 Neurons With a Time Course Appropriate to Support Memory Consolidation","https://scispace.com/paper/transient-changes-in-excitability-of-rabbit-ca3-neurons-with-3omoon39o4","1996","Journal Article","Journal of Neurophysiology","Lucien T. Thompson
James R. Moyer
John F. Disterhoft","10.1152/JN.1996.76.3.1836","https://scispace.com/pdf/transient-changes-in-excitability-of-rabbit-ca3-neurons-with-3omoon39o4.pdf","- **Relevance Score:** 15/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses rabbit trace eye‑blink conditioning to study hippocampal excitability; does not present trial‑by‑trial curves, step‑function models, or change‑point analyses.","1. The excitability of CA3 pyramidal neurons was assessed with intracellular recordings in hippocampal slices from behaviorally naive rabbits. CA3 pyramidal neurons had large (-13.1 +/- 0.3 mV; mea...","","",""
"A trigeminal conditioned stimulus yields fast acquisition of cerebellum-dependent conditioned eyeblinks","https://scispace.com/paper/a-trigeminal-conditioned-stimulus-yields-fast-acquisition-of-8q8clwumje","2012","Journal Article","Behavioural Brain Research","Andrew J. Carrel
Svitlana Zbarska
Gary Zenitsky
Vlastislav Bracha","10.1016/J.BBR.2011.09.010","","- **Relevance Score:** 15/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses rabbit eyeblink conditioning to show fast learning; lacks trial‑by‑trial analysis, step‑function modeling, change‑point methods, and does not cite Gallistel/Kheifets/Bhatt or provide simulations.","","","",""
"Autoshaping key responses with fish","https://scispace.com/paper/autoshaping-key-responses-with-fish-5778q5cor5","1969","Journal Article","Psychonomic science","Leslie H. Squier","10.3758/BF03336507","https://scispace.com/pdf/autoshaping-key-responses-with-fish-5778q5cor5.pdf","- **Relevance Score:** 15/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses autoshaping with fish, fitting classic conditioning; lacks trial‑by‑trial data, step‑function analysis, or change‑point methods.","Autoshaping was attempted with two species of brackish water fish. Tilapia were readily magazine trained. Repeated pairings of a lighted key with reinforcement generated regular key responses in 8 out of 12 Ss. Constant key light conditions failed to generate stable key responding. Tilapia acquired responses less readily than pigeons, rats, monkeys, and elephants and had lower rates in general. Only one of four mullet acquired the magazine response, but it quickly developed a high key-response rate.","","",""
"The effects of activity conditioned in random CS/US training on performance in autoshaping","https://scispace.com/paper/the-effects-of-activity-conditioned-in-random-cs-us-training-25x3wmjwq0","1987","Journal Article","Animal Learning & Behavior","Susan E. Brandon
Susan E. Brandon
H. Paul","10.3758/BF03205020","https://scispace.com/pdf/the-effects-of-activity-conditioned-in-random-cs-us-training-25x3wmjwq0.pdf","- **Relevance Score:** 15/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses autoshaping with pigeons to examine CS‑alone and random training effects, but provides no trial‑by‑trial curves, step‑function analysis, or change‑point detection.","Random presentations of keylights and food retarded acquisition and suppressed asymptotic rates of keypecking in autoshaping. Sequences of 10 sessions of random training alternated with 10 sessions of autoshaping resulted in poor performance (in terms of both the acquisition and asymptotic indices) relative to a group that received sequences of CS-only (rather than random) training alternating with autoshaping. When the birds that previously were trained with the random sequence were exposed to CS-alone extinction, retardation of acquisition was alleviated but the asymptotic suppression was not (Experiment 1). Pigeons with a history of autoshaping without prior random training showed no asymptotic suppression when exposed to the random procedure. These birds, when switched between two-session sequences of random training alternating with two-session sequences of autoshaping, were able to (1) surpass pigeons that received CS-only rather than random treatment in terms of asymptotic levels of responding in autoshaping, and (2) showed improvement in extinction performance with repeated random/autoshaping sequences (Experiment 2). Detailed observations of pigeons in random training showed that stereotypic activity behaviors were acquired, and these generally persisted in autoshaping; the degree of change in these behaviors was related to asymptotic rates of keypecking in autoshaping (Experiment 3). The same kinds of behaviors were observed when pigeons initially were autoshaped, and these persisted in subsequent random and fixed-interval 10-sec training. We suggest that the suppression effect is reflected in activity, conditioned in random training, which persists in autoshaping (especially if the activity is compatible with the kinds of behaviors elicited by the autoshaping contingency itself), and that the effect may be a deficit due to performance factors rather than to associative learning.","","",""
"Analysis of an ambiguous-feature discrimination","https://scispace.com/paper/analysis-of-an-ambiguous-feature-discrimination-1amg0cl5u0","2008","Journal Article","Quarterly Journal of Experimental Psychology","Mark Haselgrove
Jasper Robinson
Andrew J.D. Nelson
John M. Pearce","10.1080/17470210701680746","","- **Relevance Score:** 15/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses autoshaping and Pavlovian conditioning to study ambiguous-feature discrimination; lacks trial‑by‑trial curves, step‑function analysis, change‑point methods, and Gallistel citations.","An autoshaping experiment with pigeons and three appetitive Pavlovian conditioning experiments with rats investigated the course of an ambiguous-feature discrimination in which trials with stimuli A and BC were followed by food, and trials with B and AC were not. The discrimination between A and B was acquired more rapidly than the discrimination between BC and AC in all experiments. Furthermore, the acquisition of conditioned responding with A was faster than that with BC for the three rat experiments. The results of these experiments are discussed in terms of elemental and configural theories of associative learning.","","",""
"Effects of the number and spacing of conditioning sessions on spontaneous recovery from extinction","https://scispace.com/paper/effects-of-the-number-and-spacing-of-conditioning-sessions-3mli6lylvu","2008","","","Efstathios B. Papachristos","10.7282/T3H70G56","https://rucore.libraries.rutgers.edu/rutgers-lib/24194/PDF/1/","- **Relevance Score:** 15/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses classical conditioning sessions to examine spontaneous recovery; does not present trial‑by‑trial curves, step‑function analysis, or change‑point detection, nor cite Gallistel/Kheifets/Bhatt or include simulations.","OF THE DISSERTATION ........................................................................... ii ACKNOWLEDGEMENTS............................................................................................... iv TABLE OF CONTENTS.................................................................................................... v LIST OF FIGURES .......................................................................................................... vi","","",""
"Is the number of trials a primary determinant of conditioned responding?","https://scispace.com/paper/is-the-number-of-trials-a-primary-determinant-of-conditioned-2b4tgqs8ml","2008","Journal Article","Journal of Experimental Psychology: Animal Behavior Processes","Daniel Gottlieb","10.1037/0097-7403.34.2.185","","- **Relevance Score:** 15/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses rat/mouse CS‑US conditioning to test trial number effects; lacks trial‑by‑trial, step‑function, or change‑point analyses.","Acquisition of conditioned responding is thought to be determined by the number of pairings of a conditioned stimulus (CS) and an unconditioned stimulus (US). However, it is possible that acquisition is primarily determined not by the number of trials but rather by quantities that often correlate with the number of trials, such as cumulative intertrial interval (ITI) and the number of sessions. Four experiments examined whether the number of trials has an effect on acquisition of conditioned responding, once cumulative ITI and number of sessions are equated. Results of the experiments with rats and mice favor the hypothesis that over an eightfold range, variation in number of CS-US pairings has little effect. It is suggested that learning curves might more accurately be plotted across cumulative ITI or number of sessions, and not across number of trials. Results pose a challenge to trial-centered accounts of conditioning, as demonstrated by simulations of the Rescorla-Wagner model, a simplified version of Wagner's standard operating procedure model (SOP), and Stout & Miller's sometimes competing retrieval model (SOCR). A time-centered account, rate estimation theory (RET), predicts the main finding but has trouble with other aspects of the learning process more easily accommodated by trial-centered models.","","",""
"The temporal patterning of spontaneous high-rate behavior: an evaluation of bout partitioning methods for behavior under neurotoxicant challenge","https://scispace.com/paper/the-temporal-patterning-of-spontaneous-high-rate-behavior-an-1n73opoyk0","2015","Dissertation","","Daniel Hoffman","","https://etd.auburn.edu/bitstream/handle/10415/4477/hoffman_dissertation_manuscript.pdf?sequence=3&ts=1466185800439","- **Relevance Score:** 15/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses change‑point analysis to detect bout onset, directly applying statistical change‑point detection. Detects abrupt bout transitions, akin to step‑function changes but not learning curves.","The present study evaluated 3 bout analysis methods, the log-survivor with biexponential model, the log-interval with Gaussian mixture model, and a novel method based on change-point analysis. In experiment 1, the three analyses were applied to data simulated to meet the assumptions of the most common theoretical model, the two-state exponential model. Ten samples of 1000 events were simulated for each of eight different bout structures. As expected, the log-survivor analysis estimated the original bout parameters most accurately. The changepoint analysis provided adequate bout estimates but tended to overestimate the overall rate by 510%. The log-interval analysis tended to systematically overestimate bout initiation rate and the probability of ending a bout for microstructures characterized by long average bout lengths. In experiment 2, the three analyses were applied to spontaneous wheel running data from a sample of adult BALB/c mice. One group of mice was chronically exposed to methylmercury (MeHg). The change-point bout parameters best recaptured the overall response rate and the log-survivor bout parameters consistently overestimated overall rate by more than 40%. The log-interval analysis mischaracterized the actual bout structure as consisting of extremely short bouts with extremely short interbout pausing—a characterization that disagreed with both other bout analyses. All three methods were sensitive to MeHg's sensorimotor effects, as evidenced by significantly slower within-bout rates for exposed animals. Additionally, the change-point analysis—but not the others—also detected a significant MeHg-related decrease on bout length. These findings support the utility of the change-point approach to bout analysis and support the general utility of bout analysis techniques for behavioral toxicology.","","",""
"Length of time interval in successive association.","https://scispace.com/paper/length-of-time-interval-in-successive-association-3hosf6lsjr","1919","Journal Article","Psychological Review","Harvey Carr","10.1037/H0075563","https://scispace.com/pdf/length-of-time-interval-in-successive-association-3hosf6lsjr.pdf","- **Relevance Score:** 15/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses rat maze learning to test interval effects; lacks individual trial data, step‑function models, or change‑point analysis.","","","",""
"The learning curve: Implications of a quantitative analysis","https://scispace.com/paper/the-learning-curve-implications-of-a-quantitative-analysis-37k1dtufsq","2004","Journal Article","Proceedings of the National Academy of Sciences of the United States of America","Charles R. Gallistel
Stephen Fairhurst
Peter D. Balsam","10.1073/PNAS.0404965101","https://scispace.com/pdf/the-learning-curve-implications-of-a-quantitative-analysis-37k1dtufsq.pdf","- **Relevance Score:** 6/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** The work is a theoretical analysis without trial‑by‑trial data or change‑point methods, but authored by Gallistel and discusses threshold‑crossing concepts.","The negatively accelerated, gradually increasing learning curve is an artifact of group averaging in several commonly used basic learning paradigms (pigeon autoshaping, delay- and trace-eye-blink conditioning in the rabbit and rat, autoshaped hopper entry in the rat, plus maze performance in the rat, and water maze performance in the mouse) The learning curves for individual subjects show an abrupt, often step-like increase from the untrained level of responding to the level seen in the well trained subject The rise is at least as abrupt as that commonly seen in psychometric functions in stimulus detection experiments It may indicate that the appearance of conditioned behavior is mediated by an evidence-based decision process, as in stimulus detection experiments If the appearance of conditioned behavior is taken instead to reflect the increase in an underlying associative strength, then a negligible portion of the function relating associative strength to amount of experience is behaviorally visible Consequently, rate of learning cannot be estimated from the group-average curve; the best measure is latency to the onset of responding, determined for each subject individually","","",""
